Finnish;English;hungarian
Äidin kirjoittama kirja on jännittävä.;The book mom wrote is exciting.;Az anya által írt könyv izgalmas.
Äidin kirjoittaman kirjan kansi on märkä.;The cover of the book mom wrote is wet.;Az anya által írt könyv borítója nedves.
En löydä äidin kirjoittamaa kirjaa.;I can't find the book mom wrote.;Nem találok olyan könyvet, amelyet anyám írt.
Äidin kirjoittamassa kirjassa on lohikäärme.;There's a dragon in the book mom wrote.;Van egy sárkány az anyja által írt könyvben.
Tykkään äidin kirjoittamasta kirjasta.;I like the book mom wrote.;Szeretem az anyám által írt könyvet.
Väsyin äidin kirjoittamaan kirjaan.;I got tired of the book mom wrote.;Fáradt voltam anyám könyvébe.
Äidin kirjoittamalla kirjalla on hassu nimi.;The book mom wrote has a funny name.;Az anya által írt könyvnek vicces neve van.
Se näytti äidin kirjoittamalta kirjalta.;It looked like the book mom wrote.;Úgy nézett ki, mint egy könyv, amelyet anyja írt.
Nimi oli sopiva äidin kirjoittamalle kirjalle.;The name fit for the book mom wrote.;A név alkalmas volt az anyja által írt könyvre.
Ostamani laukku oli kallis.;The bag I bought was expensive.;A táska, amelyet vettem, drága volt.
Ostamani laukun vetoketju on rikki.;The zipper of the bag I bought is broken.;A cipzár, amelyet vettem, törött.
Rakastan ostamaani laukkua.;I love the bag I bought.;Szeretem a táskát, amelyet vettem.
Ostamassani laukussa oli reikä.;There was a hole in the bag I bought.;A táskának, amelyet vásároltam, volt egy lyuk.
Löysin 5 euroa ostamastani laukusta.;I found 5 euros in the bag I bought.;5 eurót találtam a vettem táskában.
Laitoin avaimeni ostamaani laukkuun.;I put my keys in the bag I bought.;Betettem a kulcsomat a vettem táskába.
Ostamallani laukulla piristän asuani.;I spice up my outfit with the bag I bought.;A táskával, amelyet vettem, felvidítom a ruhámat.
Reppusi näyttää ostamaltani laukulta.;Your backpack looks like the bag I bought.;A hátizsákod úgy néz ki, mint egy táska, amit vettem.
Kaappi on ostamalleni laukulle liian pieni.;The cupboard is too small for the bag I bought.;A szekrény túl kicsi a vásárolt táskához.
Rakastamasi mies petti sinua.;The man you love betrayed you.;Az a férfi, akit szeretsz, megcsalt téged.
Olen nähnyt rakastamasi miehen baarissa.;I've seen the man you love in a bar.;Láttam azt az embert, akit szeretsz a bárban.
Odotatko rakastamaasi miestä?;Are you waiting for the man you love?;Arra számítasz egy embert, akit szeretsz?
Mitä sinä näet rakastamassasi miehessä?;What do you see in the man you love?;Mit látsz az emberben, akit szeretsz?
Miksi tykkäät rakastamastasi miehestä?;Why do you like the man you love?;Miért tetszik az ember, akit szeretsz?
Luotatko rakastamaasi mieheen?;Do you trust the man you love?;Bízik az emberben, akit szeretsz?
Rakastamallasi miehellä on rakastajatar.;The man you love has a lover.;Az embernek, akit szeretsz, szeretője van.
Hän näytti rakastamaltasi mieheltä.;He looked like the man you love.;Úgy nézett ki, mint egy ember, akit szeretsz.
Annatko sydämesi rakastamallesi miehelle?;Do you give your heart to the man you love?;Adod a szívednek az embernek, akit szeretsz?
Arin avaamat ovet pakkuivat.;The doors that Ari opened banged.;Az Ari által kinyitott ajtók robbantak.
Arin avaamien ovien edessä on puu.;Behind the doors that Ari opened is a tree.;Az Ari által kinyitott ajtók előtt van egy fa.
En sulje Arin avaamia ovia.;I won't close the doors that Ari opened.;Nem bezárom az AR által nyitott ajtókat.
Arin avaamissa ovissa ei ollut maalia.;There was no paint on the doors that Ari opened.;Az Ari által kinyitott ajtókban nem volt festék.
Tykkäätkö Arin avaamista ovista?;Do you like the doors that Ari opened?;Tetszik az Ari által nyitott ajtók?
Nojasin Arin avaamiin oviin.;I leant on the doors that Ari opened.;Az Ari által nyitott ajtókra támaszkodtam.
Arin avaamilla ovilla oli lappu.;There was a note on the doors that Ari opened.;Az Ari által kinyitott ajtók címkével rendelkeztek.
Kääny Arin avaamilta ovilta oikealle.;Turn right from the doors that Ari opened.;Forduljon jobbra az AR által nyitott ajtóktól.
Koputin Arin avaamille oville.;I knocked on the doors that Ari opened.;Kopogtam az Ari által nyitott ajtókon.
Olin nukkumaisillani kun kello soi.;I was on the verge of sleeping when the bell rang.;Már éppen elaludtam volna, amikor megszólalt a csengő.
Mari oli tukehtumaisillaan ruokaansa.;Mari was about to choke on her food.;Mari fuldoklott az ételétől.
Hän oli hyppäämäisillään sillalta.;He was on the verge of jumping off the bridge.;Le akart ugrani a hídról.
Me olimme nääntymäisillämme nälkään.;We were about to starve to death.;Éheztünk.
Ymmärsin sen ensi kuulemalta.;I understood it hearing it for the first time.;Megértettem [első hallásra].
Hän halusi ratkaista ongelmat siltä istumalta.;She wanted to solve the problems on the spot.;Meg akarta oldani a problémákat [azon az ülésen].
Onnistuin ensi yrittämältä.;I succeeded on the first try.;Sikerült [elsőre].
Tällä tietämällä on luvassa sadetta.;Based on our current knowledge it will rain.; [Ezzel az információval] esni fog az eső.
