Finnish;English;Hungarian
lasinsirpale;fragment of glass, glass splinter;üvegszilánk
sirpale;shorter version of lasinsirpale;szilánk (rövidebb)
lasinpalanen;piece of broken glass;törött üvegdarab
lasinpala;small piece of broken glass;törött üvegdarabka
pirstale, pirsta;long, sharp fragment;hosszú, éles szilánk
särö;thin crack;vékony repedés
säpäle;splinter;szilánk
lasinsiru, lasisiru;glass shard;üvegtöredék
runko;tree trunk;fa törzse
kanto;tree stump;fatönk
kaarna;tree bark;kéreg
oksa;branch;ág
puupuru;sawdust;fűrészpor
tikku;wood splinter;fa szálka
risu;twig (small dry branch);gally
risut;brushwood;gallytömeg
risutukki;bundled brushwood (forestry);kötött gallytörzs
ajopuu;driftwood (from storm or shipwreck);úszófa
keppi;stick;bot
kiila;wedge (for woodworking or keeping doors open);ék
puulastu;wood chips;fa forgács
puukapula;wooden peg;fa szegecs / fa dugó
puunpala, puupalanen;piece of wood;fa darab
sahapuu;timber (for building);építőfa
tukki;heavy, usually round log;tuskó / farönk
sahatukki;long, round log, 15+ cm diameter;szeletelt rönk
vaneritukki;logs that get made into plywood;lazúrrönk / rétegelt lemez alapanyag
pölkky;pruned, round solid wood block;tömör fatönk
päre;thin wooden shingle, roof material;fa zsindely
parru;beam, long square piece of wood;gerenda
kattoparru;horizontal ceiling beam;mennyezeti gerenda
puulautta;floating wooden raft;úszófa tutaj
puukasa, puupino;wood stack;fa halom/rakás
polttopuut;pieces of firewood;tűzifa darabok
halko;piece of firewood (1 meter long);tűzifa (kb. 1 m)
klapi;piece of firewood (smaller than halko);tüzifa darabka
pilke;piece of firewood (smaller than klapi);aprított tűzifa
hake;mass of woodchips for fuel;apríték (fűtésre)
saunapuut;wood to heat the sauna;szauna tüzifa
mestauspölkky;executioner's block;kivégző tönk
kivi;stone, rock;kő
kivimurska;rubble, crushed stone;törmelék, zúzott kő
sora;gravel (e.g. on gravel road);kavics (úton)
sepelikivi;crushed stone (e.g. on train track);zúzott kő (vágányhoz)
pikkukivi;small stone, pebble;kis kő, kavics
nupula, nupu;pebble;kavics
paasi;flagstone (e.g. in patio or walkway);lapkő
laattakivi;stone slab, (large) paving stone;kőlap, burkolókő
vierinkivi;stone made round by water;víz formálta gömbölyű kő
kivilohkare;boulder (default word);sziklatömb
kivimöhkäle;boulder, large unshaped rock;nagy, szabálytalan szikladarab
kivijärkäle;boulder, large uneven rock;nagy, egyenetlen szikla
mukulakivi;cobblestone, small rounded stone;kockakő, gömbölyű kő
nupukivi;sett, rectangular paving stone;téglalap alakú burkolókő
noppakivi;square paving stone;négyzet alakú burkolókő
leivänmuru, leivänmurunen;breadcrumb;kenyérmorzsa
leivänpala, leipäpala;piece of bread;kenyérdarab
leipäviipale, leipäviipale;slice of bread;kenyérszelet
kurkkuviipale;cucumber slice;uborkaszelet
juustoviipale, juustosiivu;slice of cheese;sajtszelet
kakkusiivu, kakunsiivu;slice of cake;szelet sütemény
kakkupala, kakunpala;piece of cake;süteménydarab
juustoraaste;grated cheese;reszelt sajt
porkkanaraaste;grated carrots;reszelt répa
omenaviipale;apple slice;alma szelet
omenalohko;apple wedge;alma ék
perunalastu;potato chip;burgonya chips
perunamuusi, perunasose;mashed potatoes;burgonyapüré
tomaattimurska;crushed tomatoes;zúzott paradicsom
ananasmurska;crushed pineapple;zúzott ananász
perunankuori;potato peel;burgonya héj
leivän kuori;bread crust;kenyérhéj
sipulinkuori;onion-skin;hagymahéj
munankuori;egg shell;tojáshéj
perunanhitu;slice of potato peel;burgonya héjdarab
munanvalkuainen;egg white;tojásfehérje
munankeltuainen;egg yolk;tojássárgája
voinokare;knob of butter;vajdarab
valkosipulinkynsi;clove of garlic;fokhagymagerezd
lihasuikale;strips of meat;húscsík
kimpale lihaa;chunk of meat;húsdarab
leikkeleet;cold cuts, cold meat;felvágott
pätkä makkaraa;short piece of sausage;kolbászdarab
sokerikuutio, sokeripala;sugar cube;cukorkocka
jauhokokkare;a lump of flour;lisztdarab
pisara / tippa (vettä);drop (of water);vízcsepp
kahvitilkka, tilkka kahvia;a splash / drop of coffee;kávécsepp
viinitilkka, tilkka viiniä;a splash / drop of wine;borkoccanás
loraus öljyä;a splash of oil;olajfröccs
liraus öljyä;a (small)splash of oil;olajcsepp
lyödä sirpaleiksi;to break into pieces;törni darabokra
kulkea kepin kanssa;to walk with a stick;botra támaszkodva járni
pilkkoa puita, hakata halkoja;to chop wood;fát aprítani
kerätä kuivia risuja;to collect dry twigs;száraz gallyakat gyűjteni
polttaa risuja;to burn twigs;gallyakat égetni
hakata talven polttopuut;to hack winter firewood;téli tűzifát hasogatni
levittää soraa tielle;to spread gravel on the road;kavicsot teríteni az útra
kivetä katu;to pave the street;utca burkolása kövekkel
leikata suikaleiksi;to cut into strips;csíkokra vágni
leikata leipä siivuiksi;to cut bread into slices;kenyeret szeletekre vágni
leikata makkara viipaleiksi;to cut sausage into slices;kolbászt szeletekre vágni
pyyhkiä murut pöydältä;to wipe the crumbs off the table;morzsát letörölni az asztalról
raastaa appelsiininkuorta;to grate orange peel;narancshéjat reszelni
viipaloida sitruuna;to slice a lemon;citromot szeletelni
kuoria omena;to peel an apple;almát meghámozni
paloitella lihaa;to cut up the meat;húst darabolni
pilkkoa kurkkua salaattiin;to chop cucumber into a salad;uborkát felvágni salátához
lisätä tilkka öljyä;to add a splash of oil;olajcseppet hozzáadni
