Finnish;English;Hungarian
Kolari;Car accident;Autóbaleset
risteyskolari;intersection crash;kereszteződésbaleset
ketjukolari;multiple pile-up;láncbaleset
nokkakolari;head-on collision;frontális ütközés
peräänajo;rear-end collision;hátsó ütközés
ulosajo;car off the road;autó az útról ki
yhteentörmäys;collision;ütközés
kuolonkolari;fatal accident;halálos baleset
poro-onnettomuus;reindeer accident;rános baleset
hirvionnettomuus;collision with an elk;őzbaleset
polkupyöräonnettomuus;bicycle accident;kerékpáros baleset
ohitusonnettomuus;overtaking accident;előzési baleset
jalankulkijan yliajo;pedestrian runover;gyalogos elütése
oja;ditch;árok
yksisuuntainen katu;one-way street;egysávos utca
yksikaistainen tie;one-lane road;egysávos út
ajokaista;lane;sáv
vasen ajokaista;left lane;bal sáv
oikea ajokaista;right lane;jobb sáv
ulkokaista;outer lane;külső sáv
ohituskaista;overtaking lane;előzősáv
kuoppa;pothole;kátyú
ramppi, ajoluiska;interchange ramp;lehajtó rámpa
poistumishaara;intersection exit;lehajtó ág
poikkikatu;crossroad;kereszteződés
kaksikaistainen tie;two-lane road;két sávos út
valtatie;highway;autópálya
ajoneuvo;vehicle;jármű
henkilöauto;passenger car;személyautó
rekka;truck;teherautó
kuorma-auto;lorry, van;kisteherautó
pyöräilijä;cyclist;kerékpáros
jalankulkija;pedestrian;gyalogos
kuljettaja;driver;sofőr
matkustaja;passenger;utas
rattijuoppo;drunken driver;ittas sofőr
vastaantulija;oncoming driver;szemből érkező sofőr
vastaantuleva liikenne;incoming traffic;szembejövő forgalom
syytön;innocent;ártatlan
syyllinen;guilty;bűnös
tahallaan;on purpose;szándékosan
vahingossa;accidentally;véletlenül
ylinopeus;speeding;túlsebesség
rattijuopumus;driving drunk;ittas vezetés
nopeusrajoitus;speed limit;sebességhatár
varoituskolmio;warning triangle;veszélytábla
U-käännös;U-turn;U-kanyar
päihtynyt;intoxicated;bódult
humalassa;drunk;részeg
ohituskielto;no overtaking;előzési tilalom
etuajo-oikeus;priority driving;elsőbbségadás
jäinen;icy;jeges
liukas;slippery;csúszós
rankkasade;heavy rain;heves eső
sumu;fog, mist;köd
huono näkyvyys;poor visibility;rossz látási viszonyok
jäätävä tihkusade;drizzle;fagyos szitálás
routa;frost;fagy
olla tajuissaan;to be conscious;tudatánál lenni
menettää tajuntansa;to lose consciousness;elveszíti az eszméletét
tulla tajuihinsa;to become conscious;magához tér
olla tajuton;to be unconscious;eszméletlen
törmätä;to collide;ütközik
vaurioitua;to be damaged;sérül
vaarantaa;to endanger;veszélyeztet
peruuttaa;to back up;hátramenet
ajaa ojaan;to drive into a ditch;árkba hajt
ohittaa;to overtake, pass;előz
jarruttaa;to brake;fékez
kaasuttaa;to accelerate;gyorsít
kääntyä;to turn;fordul
