Finnish;English;Hungarian
Se voi repiä vanhat haavat auki.;It can pull old wounds open. (It can remind us of old issues rather forgotten.);Régi sebeket képes feltépni - emlékeztethet régen elfeledett problémákra.
Minkä nuorena oppii, sen vanhana taitaa.;What you learn when you're young, that you can do when you're old. (It's great to learn things when you're still young.);Amit fiatalon tanulsz, azt öreg korodra is tudod - érdemes fiatalon tanulni.
Vanha koira ei opi uusia temppuja.;An old dog doesn't learn new tricks. (He's too old to change / learn anymore.);Az öreg kutya nem tanul új trükköket - túl öreg már a változáshoz.
Yksi tyhmä kysyy enemmän, kuin kymmenen viisasta ehtii vastata.;One stupid person asks more than ten wise ones can spare time answering. (Don't ask so many questions.);Egy hülye többet kérdez, mint tíz okos válaszolni tud - ne kérdezz túl sokat.
Muna on kanaa viisaampi.;The egg is wiser than the chicken. (The youth is wiser than (learns from) their elders.);A tojás bölcsebb, mint a tyúk - a fiatalok tanulnak az idősebbektől.
Moni kakku päältä kaunis.;Many cakes are beautiful on the outside. (Don't judge a book by its cover.);Sok sütemény kívülről szép - ne ítélj külső alapján.
Kylmä kahvi kaunistaa.;Cold coffee makes you beautiful. (This is commonly said when the coffee is cold.);A hideg kávé széppé tesz - gyakran mondják, ha a kávé kihűlt.
Kiertää kuin kissa kuumaa puuroa.;To circle like a cat circles hot porridge. (To talk about a difficult subject in a roundabout way.);Körözni, mint a macska a forró zabkásán - kerülő úton beszélni nehéz témáról.
Köyhällä ei ole varaa halpaan.;The poor can't afford the cheap. (Quality is worth its price.);A szegény nem engedheti meg a olcsót - a minőség megéri az árát.
Helppoa kuin heinänteko.;Easy as making hay. (Extremely easy (or maybe not).);Olyan könnyű, mint a szénát csinálni - rendkívül egyszerű (vagy talán nem).
Terve sielu terveessä ruumiissa.;A healthy soul in a healthy body. (Only by keeping your body healthy you can stay happy as well.);Egészséges lélek egészséges testben - csak a test egészségével lehet boldog a lélek is.
Terve ruumis ei töitä kaipaa.;A healthy body doesn't need work. (There are so many other things we'd rather do than work.);Az egészséges test nem igényel munkát - sok más dolgot szívesebben csinálunk.
Tyhjät tynnyrit kolisevat eniten.;Empty barrels rumble the most. (The ignorant and stupid make the most noise.);Az üres hordók kongnak a legjobban - a tudatlanok és buták zajosak.
Mennä siitä mistä aita on matalin.;Go through where the fence is the lowest. (Take the easy way out.);Menj ott, ahol a kerítés a legalacsonyabb - válaszd a könnyebb utat.
Hänen sydämensä on puhdasta kultaa.;His heart is the cleanest gold. (He has a heart of gold.);A szíve tiszta arany - aranyszívű.
Valheella on lyhyet jalat.;A lie has short legs. (You won't get very far by lying.);A hazugságnak rövid lába van - nem jutsz messzire hazugsággal.
Lyhyestä virsi kaunis.;The short hymn is beautiful. (Brevity is good.);A rövid ének szép - a tömörség jó.
Odottavan aika on pitkä.;The time of someone who waits is long. (Things seem to go really slow when you wait for it.);A várakozó ideje hosszú - lassan telik az idő, ha várunk.
Hän on kuin kala kuivalla maalla.;He is like a fish on dry ground. (He doesn't fit in, isn't in his element.);Olyan, mint a hal a szárazföldön - nincs a helyén, nincs a közegében.
