Finnish;English;Hungarian
Grimmin sadut;Grimms' Fairy Tales;Grimm meséi
Bremenin soittoniekat;The Bremen Town Musicians;Brémai muzsikusok
Hannu ja Kerttu;Hansel and Gretel;Jancsi és Juliska
Jaakko ja pavunvarsi;Jack and the Beanstalk;Jack és a paszuly
Jänis ja kilpikonna;The Hare and the Tortoise;A nyúl és a teknős
Keisari ja satakieli;The Nightingale;A császár és a csalogány
Keisarin uudet vaatteet;The Emperor's New Clothes;A császár új ruhája
Kolme pientä porsasta;The Three Little Pigs;A három kismalac
Kultakutri ja kolme karhua;Goldilocks and the Three Bears;Aranyhaj és a három medve
Liisa ihmemaassa;Alice in Wonderland;Alice Csodaországban
Lumikki ja seitsemän kääpiötä;Snow White and the 7 Dwarfs;Hófehérke és a hét törpe
Pekka ja susi;Peter and the Wolf;Péter és a farkas
Peter Pan;Peter Pan;Pán Péter
Peukalo-Liisa;Thumbelina;Hüvelyk Panna
Peukaloinen;Tom Thumb;Hüvelyk Matyi
Pieni merenneito;The Little Mermaid;A kis hableány
Pieni tulitikkutyttö;The Little Matchgirl;A kis gyufaárus lány
Pinokkio;Pinocchio;Pinokkió
Prinsessa ja herne;The Princess and the Pea;A borsószem hercegkisasszony
Prinsessa Ruusunen;Sleeping Beauty;Csipkerózsika
Punahilkka;Little Red Riding Hood;Piroska és a farkas
Ritari Siniparta;Bluebeard;Kékszakáll
Ruma ankanpoika;The Ugly Duckling;A rút kiskacsa
Saapasjalkakissa;Puss in Boots;Csizmás kandúr
Susi ja seitsemän pientä kiliä;The Wolf and the Seven Little Kids;A farkas és a hét kecskegida
Tuhkimo;Cinderella;Hamupipőke
satu;fairy tale;mese
satukirja;storybook;mesekönyv
kansansatu;folk tale;népmese
eläinsatu;animal tale, fable;állatmese
iltasatu;bedtime story;altatómese
sadunkertoja;storyteller;mesemondó
satukuvitus;fairy tale illustrations;meseillusztráció
satutunti;fairy tale reading session (e.g. in library);mesefoglalkozás
satuhahmo;fairy tale character;mesefigura
satuolento;fairy tale creature;mesealak
prinssi;prince;herceg
prinsessa;princess;hercegnő
kuningas;king;király
kuningatar;queen;királynő
sankari;hero;hős
sankaritar;heroine;hősnő
vihollinen;enemy;ellenség
ritari;knight;lovag
keijukainen, keiju;fairy;tündér
keijukaiskuningatar;queen of fairies;tündérkirálynő
hyvä haltiatar;good fairy godmother;jó tündérkeresztanya
kääpiö;dwarf;törpe
peikko;goblin;kobold
tonttu;elf;manó
menninkäinen;pixie, gnome;manócska
maahinen;gnome;törpemanó
kodinhaltija;house elf;házi manó
velho;wizard;varázsló
paha noita;evil witch;gonosz boszorkány
ilkeä noita;wicked witch;rossz boszorka
noita-akka;witch;vén boszorkány
paha äitipuoli;evil stepmother;gonosz mostoha
kummitus;ghost;szellem
hirviö;monster;szörny
lohikäärme;dragon;sárkány
sammakko;frog;béká
yksisarvinen;unicorn;egyszarvú
jättiläinen;giant;óriás
paha henki;bad spirit, demon, fiend;gonosz szellem
paha susi;bad wolf;gonosz farkas
ihmissusi;werewolf;farkasember
vampyyri;vampire;vámpír
nukkumatti;sandman;altató manó
merenneito;mermaid;hableány
taika;magic;mágia
loitsu;spell;varázsige
lumous;enchantment;elvarázsolás
taikasauva;magic wand;varázspálca
taikajuoma;magic potion;varázsital
taikapeili;magic mirror;varázstükör
värttinä;spindle;orsó
palatsi;palace;palota
linna;castle;várkastély
satumaa;fairyland, wonderland;tündérország
satumaailma;fairytale world;mesevilág
aarre;treasure;kincs
kruunu;crown;korona
kertoa satuja;to tell stories;mesét mondani
lukea iltasatu;to read a bedtime story;altatót olvasni
pelastaa prinsessa;to save the princess;megmenteni a hercegnőt
tappaa lohikäärme;to kill a dragon;legyőzni a sárkányt
pitää vankina;to hold captive;fogságban tartani
lentää luudalla;to fly with a broom;seprűn repülni
kirota;to curse;megátkozni
taikoa;to enchant;varázsolni
Olipa kerran...;Once upon a time...;Egyszer volt, hol nem volt...
...kauan sitten...;...long ago...;...réges-régen...
...kaukaisessa maassa...;...in a land far away...;...egy távoli országban...
...kaukaisessa valtakunnassa...;...in a realm far away...;...egy távoli birodalomban...
...ja he kaikki elivät onnellisina elämänsä loppuun asti;...and they all lived happily ever after.;...és boldogan éltek, míg meg nem haltak.
Sen pituinen se.;The end.;Itt a vége, fuss el véle.
