Finnish;English;Hungarian
häntä;tail;farok
töpöhäntä;bob tail;rövid farok
kynsi;claw;karom
kynnet;claws;karomok
pyrstö;bird's / fish's tail;farok (madár / hal)
siipi;wing;szárny
siivet;wings;szárnyak
höyhen;down feather;pehely
sulka;vanes feather;toll
pyrstösulat;tail feathers;faroktollak
nokka;beak;csőr
kavio;hoof;pata
sorkka;cloven hoof;hasított pata
harja;mane;sörény
karva;hair;szőr
turkki;fur;szőrzet
utareet;udders;tejelő mirigyek
kilpi;shell;páncél
räpylät;flippers;úszólábak
norsun kärsä;trunk;elefánt ormány
niskakarvat;hackles;nyakszőrzet
syöksyhampaat;tusks;agyarak
etukäpälä;front paw;első mancsa
takakäpälä;hind paw;hátsó mancsa
kuono, kirsu;snout, nose;orr
evä;fin;uszony
kidukset;gills;kopoltyúk
tuntosarvet;feelers;tapintószőrök
sarvi;horn;szarv
viikset;whiskers;bajusz (állat)
välikämmen;pastern;lóhát (pastern)
polkuanturat;pads;párnák (talpak)
heltat;gils;helták (hal)
kinner;hock;csánk
säkä;withers;mar
