Finnish;English;hungarian
Kalat;Fish;Halak
makean veden kala;freshwater fish;édesvízi hal
suolaisen veden kala;salt water fish;sósvízi halak
ahven;perch;sügér
ankerias;eel;angolna
delfiini;dolphin;delfin
harjus;greyling;pér
harmaanieriä;lake trout;szürke vesebab
hauki;pike;csuka
kampela;flounder;lepényhal
kapakala;dried cod;kapa hal
karppi;carp;ponty
kiiski;ruffe;Kiski
kirjolohi;rainbow trout;szivárványos pisztráng
kolja;kolja;foltos tőkehal
kuha;pikeperch;fogas
kuore;smelt;bűzöslazac
lahna;bream;aranyosfejű hal
lohi;salmon;lazac
makrilli;mackerel;makréla
meriahven;sea bass;tengeri sügér
meriantura;sole;citromtalp
merilohi;Atlantic salmon;tengeri lazac
meritaimen;sea trout;tengeri pisztráng
miekkakala;swordfish;kardhal
miekkavalas;killer whale;kardszárnyú delfin
miljoonakala;guppy;milliomos
muikku;vendace;vendace
Lisää kaloja;More fish;Több hal
mullo;mullet;márna
nahkiainen;lamprey;Bőrszerű
nieriä;char;nieri
pallas;halibut;Laposhal
pallokala;pufferfish;Pömbhal
piikkikampela;turbot;nagy rombuszhal
piraija;piranha;piranha
puna-ahven;red snapper;vörös sügér
punakampela;plaice;sima lepényhal
puronieriä;brook trout;szalagok
rausku;manta ray;sugár
ruutana;sturgeon;kárász
ryhävalas;humpback whale;hosszúszárnyú bálna
sardelli;anchovy;szardella
seepia;cuttlefish;szépia
seiti;haddock;háló
siika;lake whitefish;maréna
silakka;Baltic herring;balti hering
silli;herring;hering
sinivalas;blue whale;kék bálna
suutari;tench;cipész
särki;roach;csótány
säyne;ide, chub;ragyog
taimen;trout;pisztráng
tiikerihai;tiger shark;tigriscápa
tonnikala;tuna;tonhal
turska;cod;tőkehal
simpukka;clam, mussel;belső fül
rapu;(hard-shell) crab;Rák
äyriäinen;crayfish;kagylófélék
hummeri;lobster;homár
osteri;oyster;osztriga
katkarapu;prawn, shrimp;garnélarák
langustirapu;spiny lobster;folyami rák
merihevonen;seahorse;csikóhal
meritähti;seastar;tengeri csillag
kalmari;squid;tintahal
meduusa;jellyfish;medúza
mustekala;octopus;polip
merimakkara;sea cucumber;tengeri kolbász
Merenelävät;Sea animals;Tenger gyümölcsei
Muita sanoja;Other words;Más szavak
meressä;in a/the sea;a tengerben
järvessä;in a/the lake;a tóban
aalto, aallot;wave, waves;hullám, hullámok
vedenpinta;surface of the water;vízfelület
meren pohja;seabed;a tenger feneke
evä;fin;uszony
suomu;scale;skála
selkärangaton;invertebrate;gerinctelen
lonkero;tentacle;hosszú ital
merirokko;barnacle;bárányhimlő
pyrstö;fish tail;farok
koralli;coral;korall
plankton;plankton;plankton
