Finnish;English;Hungarian
Minun täytyy opiskella.;I have to study.;Nekem kell tanulnom.
Sinun täytyy opiskella.;You have to study.;Neked kell tanulnod.
Hänen täytyy opiskella.;He / She has to study.;Neki kell tanulnia.
Meidän täytyy opiskella.;We have to study.;Nekünk kell tanulnunk.
Teidän täytyy opiskella.;You (plural) have to study.;Nektek kell tanulnotok.
Heidän täytyy opiskella.;They have to study.;Nekik kell tanulniuk.
Lapsen täytyy opiskella.;The child has to study.;A gyereknek kell tanulnia.
Miehen täytyy opiskella.;The man has to study.;A férfinak kell tanulnia.
Saaran täytyy opiskella.;Saara has to study.;Saarának kell tanulnia.
Matin täytyy opiskella.;Matti has to study.;Mattinak kell tanulnia.
Sinun täytyy / pitää lähteä.;You have to leave.;El kell menned (innen).
Sinun on pakko lähteä.;You must leave.;Muszáj elmenned.
Minun täytyy mennä.;I have to go.;El kell mennem.
Minun pitää mennä.;I must go.;Mennem kell.
Sinun täytyy mennä.;You have to go.;El kell menned.
Sinun pitää mennä.;You must go.;Menned kell.
Hänen täytyy mennä.;He / She has to go.;El kell mennie.
Hänen pitää mennä.;He / She must go.;Mennie kell.
Tytön täytyy mennä.;The girl has to go.;A lánynak el kell mennie.
Tytön pitää mennä.;The girl must go.;A lánynak mennie kell.
Meidän täytyy mennä.;We have to go.;El kell mennünk.
Meidän pitää mennä.;We must go.;Mennünk kell.
Teidän täytyy mennä.;You (pl.) have to go.;El kell mennetek.
Teidän pitää mennä.;You (pl.) must go.;Mennetek kell.
Heidän täytyy mennä.;They have to go.;El kell menniük.
Heidän pitää mennä.;They must go.;Menniük kell.
Tyttöjen täytyy mennä.;The girls have to go.;A lányoknak el kell menniük.
Tyttöjen pitää mennä.;The girls must go.;A lányoknak menniük kell.
Sinun täytyy imuroida.;You have to vacuum clean.;Porszívóznod kell.
Hänen täytyy tiskata.;He / She has to do the dishes.;Mosogatnia kell.
Meidän täytyy herätä aikaisin.;We have to wake up early.;Korán kell kelnünk.
Teidän täytyy käydä kaupassa.;You (pl.) have to go to the store.;Boltba kell mennetek.
Heidän täytyy ostaa leipää.;They have to buy bread.;Kenyeret kell venniük.
Lapsen täytyy kuunnella hyvin.;The child has to listen well.;A gyereknek jól kell figyelnie.
Miehen täytyy puhua suomea.;The man has to speak Finnish.;A férfinak finnül kell beszélnie.
Vaimon täytyy olla rehellinen.;The wife has to be honest.;A feleségnek őszintének kell lennie.
Opiskelijan täytyy olla hiljaa.;The student has to be quiet.;A diáknak csendben kell lennie.
Pekan täytyy pysyä täällä.;Pekka has to stay here.;Pekkának itt kell maradnia.
Matin täytyy voittaa.;Matti has to win.;Mattinak nyernie kell.
Minun täytyy jäädä ylitöihin tänään.;I have to stay and work overtime today.;Ma túlóráznom kell.
Sinun täytyy / pitää lukea monta tenttikirjaa.;You have to read many exam books.;Sok vizsgakönyvet kell olvasnod.
Hänen täytyy lähteä työmatkalle Kiinaan.;She has to go on a work trip to China.;Munkába kell utaznia Kínába.
Meidän täytyy / pitää tehdä lumitöitä pihalla.;We have to shovel the snow in the yard.;A havat kell lapátolnunk az udvaron.
Teidän täytyy muistaa soittaa hammaslääkärille.;You must remember to call the dentist.;Emlékeznetek kell felhívni a fogorvost.
Heidän täytyy / pitää ostaa limsaa juhliin.;They have to buy soda for the party.;Üdítőt kell venniük az ünnepségre.
Lyhyen naisen täytyy käyttää korkkareita.;The short woman has to use high heels.;Az alacsony nőnek magassarkút kell hordania.
Miesten täytyy ostaa ruusuja vaimoilleen.;The men have to buy roses for their wives.;A férfiaknak rózsát kell venniük a feleségeiknek.
Minun ei tarvitse jäädä ylitöihin tänään.;I don't have to stay and work overtime today.;Ma nem kell túlóráznom.
Sinun ei tarvitse lukea monta tenttikirjaa.;You don't have to read many exam books.;Nem kell sok vizsgakönyvet olvasnod.
Hänen on pakko lähteä työmatkalle Kiinaan.;He / She must go on a work trip to China.;Muszáj üzleti útra mennie Kínába.
Hänen ei tarvitse lähteä työmatkalle Kiinaan.;He / She doesn't have to go on a work trip to China.;Nem kell üzleti útra mennie Kínába.
Meidän ei tarvitse tehdä lumitöitä pihalla.;We don't have to shovel snow in the yard.;Nem kell havat lapátolnunk az udvaron.
Teidän ei tarvitse muistaa soittaa hammaslääkärille.;You don't have to remember to call the dentist.;Nem kell felhívnotok a fogorvost.
Heidän ei tarvitse ostaa limsaa juhliin.;They don't have to buy soda for the party.;Nem kell üdítőt venniük az ünnepségre.
Lyhyen naisen on pakko käyttää korkkareita.;The short woman must wear high heels.;Az alacsony nőnek muszáj magassarkút hordania.
Lyhyen naisen ei tarvitse käyttää korkkareita.;The short woman doesn't have to wear high heels.;Az alacsony nőnek nem kell magassarkút hordania.
Miesten ei tarvitse ostaa ruusuja vaimoilleen.;The men don't have to buy roses for their wives.;A férfiaknak nem kell rózsát venniük a feleségeiknek.
Sinun on lähdettävä.;You are obliged to leave.;El kell távoznod.
Sinun tulee lähteä.;You should leave.;El kell indulnod.
Sinun kannattaa lähteä.;You should (it's advisable) leave.;Érdemes elmenned.
Sinun pitänee lähteä.;You will probably have to leave.;Valószínűleg menned kell.
Sinun olisi hyvä lähteä.;It would be good if you left.;Jó lenne, ha elmennél.
