Finnish;English;Hungarian
maata rannalla;to lay on the beach;feküdni a strandon
ottaa aurinkoa;to sunbathe;napozni
uida vedessä;to swim in the water;úszni a vízben
hukkua veteen;to drown;megfulladni a vízben
hypätä veteen;to jump into the water;beleugrani a vízbe
kellua vedessä;to float in the water;lebegni a vízen
rentoutua;to relax;pihenni
sukeltaa;to dive;búvárkodni
lainelautailla;to surf;szörfözni
pelastaa uimareita;to save swimmers;megmenteni úszókat
rakentaa hiekkalinna;to build a sand castle;homokvárat építeni
aurinkohattu;sun hat;napkalap
aurinkolasit;sunglasses;szemüveg
bikinit;bikini;bikini
uimapuku;swimsuit;fürdőruha
uimashortsit;swimming shorts;úszónadrág
pelastusliivi;life jacket;mentőmellény
pelastusrengas;life buoy;mentőgyűrű
aurinkotuoli;sun chair;napozószék
aurinkovarjo;beach umbrella;napernyő
lainelauta;surfboard;szörfdeszka
kylmälaukku;cooling box;hűtőtáska
rantapyyhe;beach towel;törölköző
rantapallo;beach ball;strandlabda
rantalentopallo;beach volleyball;strandröplabda
hiekkaämpäri;sand bucket;homokvödör
hiekkalapio;sand shovel;lapát
hiekkakakku;sand cake;homoktorta
hiekkakuoppa;sand pit;homokozó
hiekkalinna;sand castle;homokvár
aurinkovoide;sunscreen;naptej
jäätelö;ice cream;fagyi
laiva;ship;hajó
vene;boat;csónak
purjevene;sailboat;vitorlás
vesiskootteri;jet-ski;vízisí
aurinko;sun;nap
aurinkoloma;sun holiday;napos üdülés
rantaloma;beach holiday;tengerparti nyaralás
ranta;beach;part
hiekkaranta;sandy beach;homokos part
hiekka;sand;homok
dyyni;dune;dűne
rannikko;coast;tengerpart
meri;sea;tenger
järvi;lake;tó
lahti;bay;öböl
valtameri;ocean;óceán
laguuni;lagoon;lagúna
vesi;water;víz
merivesi;seawater;tengervíz
tuuli;wind;szél
merituuli;seawind;tengeri szél
aalto;wave;hullám
vuorovesi;tide;ár-apály
nousuvesi;high tide;dagály
laskuvesi;low tide;apasztó
vesiraja;waterline;vízvonal
vedenpinta;water level;vízszint
saari;island;sziget
riutta;reef;zátony
kallioranta;rocky beach;kőpart
koralli;coral;korall
palmu;palm tree;pálmafa
simpukankuori;seashell;héj
simpukka;clam, shell;kagyló
merilevä;seaweed;tengeri alga
ajopuut;driftwood;úszófa
auringonlasku;sunset;naplemente
lokki;seagull;széllúd
pelikaani;pelican;pelikán
kala;fish;hal
valas;whale;bálna
merieläin;sea animal;tengeri állat
rapu;crab;rák
meduusa;jellyfish;medúza
delfiini;dolphin;delfin
Vietin koko päivän rannalla.;I spent the whole day on the beach.;Egész nap a strandon töltöttem.
Makaan rannalla aurinkotuolissa.;I'm laying on the beach in a sun chair.;A napozószékben fekszem a parton.
Laitan pyyhkeen hiekalle.;I put the towel on the sand.;Leteszem a törölközőt a homokra.
Makaan rantapyyhkeeni päällä.;I'm laying on my beach towel.;A strandtörölközőmön fekszem.
Tykkään ottaa aurinkoa.;I like to sunbathe.;Szeretek napozni.
Pidän auringon ottamisesta.;I like sunbathing.;Élvezem a napozást.
Levitä aurinkovoidetta huolellisesti!;Apply sunscreen with care!;Vigyük fel a naptejet gondosan!
Muista käyttää aurinkovoidetta!;Remember to use sunscreen!;Ne feledd használni a naptejet!
Pikkupojat leikkivät rannalla.;The little boys play on the beach.;A kisfiúk a strandon játszanak.
Lapset polskivat vedessä.;The children splash in the water.;A gyerekek csobbanak a vízben.
Lapset rakentavat hiekkalinnaa.;The children are building a sand castle.;A gyerekek homokvárat építenek.
Aalto huuhtoo hiekkalinnan pois.;A wave washes the sand castle away.;Egy hullám elsodorja a homokvárat.
Aallot huuhtovat rantaa.;The waves wash over the beach.;A hullámok átmosják a partot.
Uin meressä.;I'm swimming in the sea.;Úszom a tengerben.
Kahlaan takaisin rantaan.;I wade back to the shore.;Visszasétálok a partra.
Keräilen simpukoita.;I'm collecting seashells.;Kagylókat gyűjtök.
Rantavahti pelasti uimarin.;The lifeguard saved the swimmer.;A strandőr megmentette az úszót.
Rannalla on aina vähän tuulista.;It's always a little windy at the beach.;Mindig kicsit szeles van a parton.
Rannalla on palmuja.;There are palm trees on the beach.;A strandon pálmafák állnak.
Meren yli lentelee lokkeja.;Seagulls are flying over the sea.;Sirályok repülnek a tenger felett.
