Finnish;English;Hungarian
tammikuu;January;január
tammikuussa;in January;januárban
helmikuu;February;február
helmikuussa;in February;februárban
maaliskuu;March;március
maaliskuussa;in March;márciusban
huhtikuu;April;április
huhtikuussa;in April;áprilisban
toukokuu;May;május
toukokuussa;in May;májusban
kesäkuu;June;június
kesäkuussa;in June;júniusban
heinäkuu;July;július
heinäkuussa;in July;júliusban
elokuu;August;augusztus
elokuussa;in August;augusztusban
syyskuu;September;szeptember
syyskuussa;in September;szeptemberben
lokakuu;October;október
lokakuussa;in October;októberben
marraskuu;November;november
marraskuussa;in November;novemberben
joulukuu;December;december
joulukuussa;in December;decemberben
tammikuusta;from January;januártól
tammikuuhun;until January;januárig
helmikuusta;from February;februártól
helmikuuhun;until February;februárig
maaliskuusta;from March;márciustól
maaliskuuhun;until March;márciusig
huhtikuusta;from April;áprilistól
huhtikuuhun;until April;áprilisig
toukokuusta;from May;májustól
toukokuuhun;until May;májusig
kesäkuusta;from June;júniustól
kesäkuuhun;until June;júniusig
heinäkuusta;from July;júliustól
heinäkuuhun;until July;júliusig
elokuusta;from August;augusztustól
elokuuhun;until August;augusztusig
syyskuusta;from September;szeptembertől
syyskuuhun;until September;szeptemberig
lokakuusta;from October;októbertől
lokakuuhun;until October;októberig
marraskuusta;from November;novembertől
marraskuuhun;until November;novemberig
joulukuusta;from December;decembertől
joulukuuhun;until December;decemberig
Olen lomalla kesäkuusta alkaen;I'm on vacation starting from June.;Júniustól szabadságon vagyok
Tammikuusta alkaen työvuorot pitenevät;Starting from January shifts will get longer.;Januártól a műszakok hosszabbodnak
Maaliskuusta lähtien työskentelen osa-aikaisena;I'm working half-time starting from March.;Márciustól részmunkaidőben dolgozom
Elokuusta lähtien bussit kulkee harvemmin;Starting from August the buses ride more rarely.;Augusztustól a buszok ritkábban járnak
Olen lomalla syyskuuhun asti;I'm on vacation until September.;Szeptemberig szabadságon vagyok
Aurinko paistaa lokakuuhun asti;The sun will shine until October.;Októberig fog sütni a nap
Maksa laina takaisin elokuuhun mennessä!;Pay the loan back by August!;Fizesd vissza a kölcsönt augusztusig!
Joulukuuhun mennessä tiedetään vastaukset;By December we will know the answers.;Decemberig tudni fogjuk a válaszokat
Missä kuussa talvi alkaa?;During what month does winter start?;Melyik hónapban kezdődik a tél?
Matkustin viime kuussa Tallinnaan;I traveled to Tallinn last month.;Múlt hónapban Tallinnba utaztam
Muutan ensi kuussa Helsinkiin;I'm moving to Helsinki next month.;Jövő hónapban költözöm Helsinkibe
Tässä kuussa on 28 päivää;In this month there are 28 days.;Ebben a hónapban 28 nap van
Käyn siskoni luona kerran kuussa;I visit my sister once a month.;Havonta egyszer meglátogatom a nővéremet
Käyn isän haudalla kaksi kertaa kuussa;I visit my father's grave two times a month.;Havonta kétszer látogatom apám sírját
Näen painajaisia suunnilleen kolme kertaa kuussa;I have nightmares about three times a month.;Havonta körülbelül háromszor rémálmaim vannak
Synnytin vauvani kuukausi sitten;I gave birth to our baby a month ago.;Egy hónapja szültem a babánkat
Aloitin kurssin kaksi kuukautta sitten;I started the course two months ago.;Két hónapja kezdtem a kurzust
Vauvani syntyy kuukauden päästä;My baby will be born in a month.;A babám egy hónap múlva fog megszületni
Kurssini alkaa kahden kuukauden päästä;My course starts in two months' time.;A kurzusom két hónap múlva kezdődik
Kuukauden kuluttua järvissä voi taas uida;A month from now you can swim in the lakes again.;Egy hónap múlva újra lehet úszni a tavakban
Kolmen kuukauden kuluttua syksy alkaa taas;In three months' time autumn will start again.;Három hónap múlva újra kezdődik az ősz
Tammikuu on lempikuukauteni;January is my favorite month.;A január a kedvenc hónapom
Missä kuussa olet syntynyt?;In what month were you born?;Melyik hónapban születtél?
Olen syntynyt helmikuussa;I was born in February.;Februárban születtem
Syön lihaa kerran kuussa;I eat meat once a month.;Havonta egyszer eszem húst
Maaliskuuhun asti voi vielä sataa lunta;It can still snow until March.;Márciusig még eshet hó
Vauvani syntyi kaksi kuukautta sitten;My baby was born two months ago.;A babám két hónapja született
Olen yrittänyt laihtua huhtikuusta lähtien;I've been trying to lose weight starting from April.;Áprilistól próbálok fogyni
Odotan toukokuuhun asti;I will wait until May.;Májusig várok
Aloitin opinnot kuukausi sitten;I started my studies a month ago.;Egy hónapja kezdtem a tanulmányaimat
Haluan palata kotimaahani kuukauden päästä;I want to return to my home country in a month.;Egy hónap múlva szeretnék visszatérni a hazámba
Syksy kestää syyskuusta joulukuuhun;Autumn lasts from September until December.;Az ősz szeptembertől decemberig tart
Joulukuussa satoi paljon lunta;It snowed a lot in December.;Decemberben sok hó esett
Kokous on viides lokakuuta;The meeting is on the fifth of October.;Az értekezlet október ötödikén lesz
