Finnish;English;Hungarian
En tiedä.;I don't know.;Nem tudom.
En tiedä mitään.;I don't know anything.;Semmit sem tudok.
En tiedä yhtään.;I don't know at all.;Egyáltalán nem tudom.
En tiedä yhtään mitään.;I don't know anything at all.;Semmit sem tudok egyáltalán.
En edes tiedä.;I don't even know.;Még azt sem tudom.
En vielä tiedä.;I don't know yet.;Még nem tudom.
En tosiaan tiedä.;I really don't know.;Tényleg nem tudom.
Enpä tiedä.;I don't know, not sure.;Nem tudom, nem vagyok biztos benne.
Valitettavasti en tiedä.;Unfortunately I don't know.;Sajnos nem tudom.
En tiedä sinusta, mutta...;I don't know about you, but...;Nem tudom rólad, de...
En tunne häntä.;I don't know him.;Nem ismerem őt.
En osaa sanoa.;I can't really say.;Nem tudom igazán megmondani.
En osaa vastata.;I don't know how to answer.;Nem tudok válaszolni.
Ei hajuakaan.;No clue.;Fogalmam sincs.
Ei aavistustakaan.;I have no idea.;Semmi ötletem sincs.
Minulla ei ole hajuakaan.;I have no clue.;Fogalmam sincs róla.
En tajua miksi olen täällä.;I don't know why I'm here.;Nem értem, miért vagyok itt.
En mä tiedä.;I don't know (spoken);Nem tudom (beszélt).
Emmä tiedä.;I don't know (spoken, short);Nem tudom (beszélt, rövid).
Emmä tiiä.;I don't know (spoken, very short);Nem tudom (beszélt, laza).
En tiedä, mikä sinun ongelmasi on.;I don't know what your problem is.;Nem tudom, mi a problémád.
En tiedä, mikä minua vaivaa.;I don't know what's wrong with me.;Nem tudom, mi bajom van.
En tiedä, mikä minuun meni.;I don't know what got into me.;Nem tudom, mi ütött belém.
En tiedä, mikä se on.;I don't know what it is.;Nem tudom, mi az.
En tiedä, mitä täällä on tekeillä.;I don't know what's going on here.;Nem tudom, mi folyik itt.
En tiedä, mitä te haluatte minusta.;I don't know what you want from me.;Nem tudom, mit akartok tőlem.
En tiedä, mitä vastata tuohon.;I don't know what to reply to that.;Nem tudom, mit válaszoljak arra.
En tiedä mitä tehdä.;I don't know what to do.;Nem tudom, mit tegyek.
En tiedä, mitä muutakaan tekisin.;I don't know what else I would do.;Nem tudom, mit mást tehetnék.
