Finnish;English;hungarian
avain;key;kulcs
harjoitus;exercise;kiképzés
ikkuna;window;ablak
kahvitauko;coffee break;Kávészünet
kansio;folder, binder;mappát
kello;clock;óra
kielikurssi;language course;Nyelv tanfolyam
kirja;book;könyv
kotitehtävä, läksyt;homework;házi feladat, házi feladat
(pyyhe)kumi;eraser;(radír
kurssi;course;tanfolyam
kuulakärkikynä;ballpoint pen;golyóstoll
kynä;pen / pencil;toll
kysymys;question;kérdés
kännykkä;mobile phone;Mobil
kääntäjä;translator;fordító
lamppu;lamp;lámpa
laukku;bag;táska
liima;glue;ragasztó
lounastauko;lunch break;ebédszünet
luokka;classroom;osztály
lyijykynä;pencil;ceruza
läppäri;laptop;laptop
opettaja;teacher;tanár
opetus;teaching;tanítás
opiskelija;student;diák
opiskelu;study, studying;tanulmány
oppikirja;textbook;tankönyv
ovi;door;ajtó
paperi;paper;papír
puhelin;telephone;telefon
pulpetti;desk;asztal tárolóval
pöytä;table;asztal
reppu;backpack;hátizsák
roskakori;trash can;kuka
sanakirja;dictionary;szótár
tauko;break;szünet (UK)
tehtävä;exercise, task;küldetés
teippi;tape;szalag
teroitin;pencil sharpener;élesítő
tietokone;computer;számítógép
tuoli;chair;szék
valkotaulu;whiteboard;tábla
valo;light;fény
vastaus;answer;válasz
verhot;curtains;drapériák
vihko;notebook;jegyzetfüzet
virhe;mistake;hiba
viivoitin;ruler;vonalzó
välitunti;recess;szünet (US)
Alleviivaa uudet sanat!;Underline the new words!;Húzd alá az új szavakat!
Avaa kirja sivulle 20.;Open the book to page 20.;Nyissa ki a könyvet a 20. oldalra.
Haluaako joku kysyä jotain?;Does someone want to ask something?;Akar valaki kérdezni valamit?
Haluatko kysyä jotain?;Do you want to ask something;Akarsz kérdezni valamit?
Huomenna opiskelet itsenäisesti.;Tomorrow you will study independently;Holnap önállóan tanulsz.
Huomenna pidetään testi.;Tomorrow there will be a test.;Holnap teszt lesz.
Keskustele parisi kanssa!;Discuss with your partner!;Beszélj a társaddal!
Keskustele pienryhmässä!;Discuss in a small group!;Beszéljétek meg kiscsoportban!
Kirjoita kuvasta!;Write about the picture!;Írj a képről!
Kirjoita oikea vastaus!;Write the correct answer!;Írd le a helyes választ!
Kirjoita sanat ylös!;Write the words down!;Írd le a szavakat!
Kirjoita uudet sanat vihkoon!;Write the new words in the notebook!;Írd be az új szavakat a füzetbe!
Kirjoita vastaukset!;Write the answers!;Írd le a válaszokat!
Kirjoita vihkoon!;Write in the notebook!;Írd a füzetbe!
Koulu alkaa huomenna kello 9.00.;School starts at 9 am tomorrow.;Holnap 9 órakor kezdődik az iskola.
Kuuntele ja kirjoita vastaus!;Listen and write the answer!;Hallgasd meg és írd meg a választ!
Kuuntele ja kirjoita!;Listen and write!;Hallgatni és írni!
Kuuntele minua!;Listen to me!;Hallgass rám!
Kuuntele, kun joku muu puhuu!;Listen when someone else speaks!;Figyelj, ha valaki más beszél!
Kysy ja vastaa!;Ask and answer!;Kérdés és válasz!
Kysy, jos et ymmärrä!;Ask if you don't understand!;Kérdezz, ha nem érted!
Kysy pariltasi!;Ask your partner!;Kérdezd a párodat!
Lue dialogi parin kanssa!;Read the dialogue with your partner!;Olvassa el a párral folytatott párbeszédet!
Lue teksti!;Read the text!;Olvasd el a szöveget!
Lue ääneen!;Read aloud!;Hangosan olvas!
Mene istumaan!;Go sit down!;Menj, ülj le!
Muista tehdä kotitehtävä!;Remember to do your homework!;Ne felejtse el elkészíteni a házi feladatát!
Odota hetki.;Wait a moment.;Várjon egy pillanatot.
Odota vähän!;Wait a little!;Várj egy kicsit!
Onko kysymyksiä?;Any questions?;Bármi kérdés?
Opiskele uudet sanat!;Study the new words!;Új szavakat tanulni!
Palauta tehtävä huomenna!;Turn in the assignment tomorrow!;Holnap küldd vissza a feladatot!
Pidetään tauko!;Let's take a break!;Tartsunk szünetet!
Puhu naapurin kanssa!;Talk to your neighbor!;Beszélj a szomszéddal!
Tarvitsetko apua?;Do you need help?;Kell segítség?
Tee kotitehtävä!;Do the homework!;Csináld meg a házi feladatodat!
Tee tehtävä!;Do the assignment!;Végezze el a feladatot!
Tule tänne!;Come here!;Gyere ide!
Tänään opiskellaan verbityyppejä.;Today we are learning the verbtypes.;Ma igetípusokat tanulmányozunk.
Täydennä aukot!;Fill in the gaps!;Töltse ki a hézagokat!
Vastaa kysymyksiin!;Answer the questions!;Válaszolj a kérdésekre!
Ymmärrätkö?;Do you understand?;Érted?
Ympyröi oikea vastaus!;Circle the correct answer!;Karikázd be a jó választ!
Anteeksi, että olen myöhässä.;I'm sorry I'm late.;Elnézést a késésért.
Anteeksi, voinko kysyä jotain?;I'm sorry, can I ask something?;Elnézést, kérdezhetek valamit?
En muista.;I don't remember.;Nem emlékszem.
En muistanut tehdä kotitehtävää.;I didn't remember to do the homework.;Nem emlékeztem, hogy megcsináljam a házi feladatomat.
En osaa vastata tähän kysymykseen.;I can't answer this question.;Nem tudok válaszolni erre a kérdésre.
En tiedä vastausta tähän kysymykseen.;I don't know the answer to this question.;Nem tudom a választ erre a kérdésre.
En tiedä.;I don't know.;Nem tudom.
En tiedä, mitä tähän pitää kirjoittaa.;I don't know what to write here.;Nem tudom mit írjak ide.
En voi tulla kouluun huomenna.;I can't come to school tomorrow.;Holnap nem tudok iskolába jönni.
En ymmärrä tätä tehtävää.;I don't understand this assignment.;Nem értem ezt a feladatot.
En ymmärrä, mitä tämä tarkoittaa.;I don't understand what this means.;Nem értem, hogy ez mit jelent.
En ymmärrä, mitä tässä pitää tehdä.;I don't understand what I have to do here.;Nem értem mit kell itt csinálni.
En ymmärrä.;I don't understand.;Nem ertem.
Kirjani jäi kotiin.;My book was left at home.;A könyvem otthon maradt.
Käyn huomenna Kelassa.;I'm going to Kela tomorrow.;Holnap megyek a Kelába.
Käyn huomenna lääkärillä.;I'm going to the doctor tomorrow.;Holnap megyek orvoshoz.
Lapseni on sairas.;My child is sick.;A gyerekem beteg.
Miksi tätä kutsutaan suomeksi?;How do you call this in Finnish?;Miért hívják ezt Finnországnak?
Miksi tätä sanotaan suomeksi?;How do you say this in Finnish?;Miért hívják ezt finnnek?
Mikä tämä on?;What is this?;Mi ez?
Minulla on flunssa.;I have the common cold.;Megfáztam.
Minulla on kysymys.;I have a question.;Kérdésem van.
Minulla on tapaaminen huomenna.;I have an appointment tomorrow.;Holnapra van időpontom.
Miten sanotaan suomeksi "please"?;How do you say “please” in Finnish?;Hogy mondják finnül, hogy „kérem”?
Mitä meidän pitää nyt tehdä?;What should we do now?;Mit kell most tennünk?
Mitä se tarkoittaa?;What does it mean?;Mit jelent?
Mitä tässä harjoituksessa pitää tehdä?;What do we have to do in this exercise?;Mit kell tenni ebben a gyakorlatban?
Myöhästyin bussista.;I was late for the bus.;Lekéstem a buszt.
Nukuin pommiin.;I overslept.;Elaludtam.
Olen sairas.;I'm sick.;Beteg vagyok.
Olen valmis.;I'm ready.;Készen állok.
Onko meillä kotitehtävä?;Do we have homework?;Van házi feladatunk?
Onko tämä oikein?;Is this correct?;Ez igaz?
Tulen huomenna vasta kello kymmenen.;I will only come at 10 am tomorrow.;Holnap tíz óráig nem jövök.
Tulen vähän myöhässä.;I will be a little late.;egy kicsit késni fogok.
Unohdin kotitehtäväni kotiin.;I forgot my homework at home.;Otthon felejtettem a házi feladatomat.
Unohdin kynäni kotiin.;I forgot my pen at home.;Otthon felejtettem a tollat.
Unohdin tehdä kotitehtävän.;I forgot to do my homework.;Elfelejtettem megcsinálni a házi feladatomat.
Voinko käydä vessassa nyt?;Can I go to the bathroom now?;Most mehetek a mosdóba?
Voinko lainata kynää?;Can I borrow a pen?;Kölcsön kérhetek egy tollat?
Voisitko antaa esimerkkejä?;Could you give some examples?;Mondana néhány példát?
Voisitko auttaa minua?;Could you help me?;Tudna nekem segíteni?
Voisitko puhua hitaammin?;Could you talk more slowly?;Tudnál lassabban beszélni, kérlek?
Voisitko sanoa uudelleen?;Could you say that again?;Elmondanád még egyszer?
Voisitko tarkistaa tämän?;Could you check this?;Megnéznéd ezt?
