Finnish;English;hungarian
talvi;winter;téli
vuodenaika;season;évad
lumi;snow;hó
pipo;winter hat;kötött sapka
kaulaliina;scarf;nyakkendő
lapaset;mittens;ujjatlan kesztyű
käsineet;gloves;kesztyűt
huopatossut;felt boots;filcpapucs
villasukat;wool socks;gyapjú zokni
talvikengät;winter boots;téli cipő
pulkka;sled (kids);szánkó
kelkka;sled, sledge;tobogán
sukset;skis;sílécek
luistimet;iceskates;korcsolya
latu;ski trail;sípálya
moottorikelkka;snowmobile;hójáró autó
lumisota;snowball fight;hóháború
talvirenkaat;winter tires;téli gumik
nastarenkaat;studded tires;szöges gumik
jääraappa;ice scraper;jégkaparó
avanto;hole in the ice;lyuk a jégben
huurre;rime;Fagy
ikirouta;permafrost;örök fagy
jää;ice;jég
jäähelmi;ice pearl;jéggyöngy
jääkide;ice crystal;jégkristály
jääkukka;flower-like pattern of frost on glass, arctic mesh;jégvirág
jääpuikko;icicle;jégcsap
kelirikko;frost heave (read more here);szemétláda
kelkkakeli;great weather for sledding;szánkózás
kuura;frost in the early morning;zúzmara
loska;slush, half-melted snow/ice;latyak
loskakeli;slushy road conditions;elveszett
lumihiutale;snowflake;hópehely
lumikide;snow crystal;hókristály
lumikinos;piled up snow, snowman;hókupac, hóember
lumivaippa;thick layer of snow;vastag hóréteg
lumivyöry;snow avalanche;lavina
lumimyrsky;snow storm;hóvihar
musta jää;black ice;fekete jég
nietos;piled up snow, snowdrift;hókupac
nuoska;wet, sticky snow, good for snowmen;tubák
pakkanen;frost, below zero, freezing;fagy, fagyos
pyry;heavy snowfall;hóesés
pälvi;snow-free ground area in spring;Térd
pääkallokeli;dangerously slippery weather;koponya
raekuuro;short but heavy hail storm;jégeső
railo;a long crack in the ice;rés
revontulet;nothern lights;északi fény
routa;frozen ground surface;fagyos felület
räntä;sleet, wet snowfall;havas eső
sohjo;slush, wet snow;pracli
sohjokeli;slushy conditions;latyakos időjárás
suojasää;deep winter weather above freezing;olvadás
tuisku;high wind heavy snowfall;Egy széllökés
tykkilumi;artificial snow on ski slopes;Műhó
tykkylumi;heavy snow that accumulates on branches;hó az ágon
umpihanki;thick, unbroken blanket of snow;vastag töretlen hó
vitilumi;thin, freshly fallen snow;téli hó
puuterilumi;thin, fresh snow;porhó
umpijää;ice thick enough to walk on;zsákutca
sataa lunta;to snow;havazik
pyryttää;to snow heavily;üldözni
jäätyä;to freeze (water, road);fagy (víz, út)
huurtua;to frost over (windows);köd
sulaa;to melt;olvad
kiristyä;to get even colder (frost);meghúzni
lauhtua;to get less cold (weather);melegedés
hellittää;to ease off (weather);könnyedség
routia;to freeze (roads);fagy (út)
nietostua, kinostua;to be blown into a pile;sodródás
kimmeltää;to glisten, twinkel;csillog
liukastua;to slip and fall (on ice);csúszás
aurata lunta;to plow the snow;hót szántani
rämpiä;to slosh around (in snow);csapkodnak
paleltua;to freeze (plants, skin);megfagy
paleltaa;to feel cold (person);befagyasztására
hytistä;to tremble (from cold);remeg
talvehtia;to overwinter somewhere;áttelel
horrostaa;to hibernate;Hibernálás
talvettaa;to prepare for winter (plants);telelni
narskua;to crunch (snow under feet);ropogtat
narista;to creak (ice under feet);nyikorog
alkutalvi;early winter;kora tél
keskitalvi;midwinter;télközép
lopputalvi;latewinter;a tél vége
sydäntalvi;the depth of winter;szív tél
talvihorros;winter torpor;téli toporzékolás
talviuni;hibernation;hibernálás
talvikalastus;winter fishing;téli horgászat
talviloma;winter holiday;téli szünet
talvimatkailu;winter tourism;téli turizmus
talviolympialaiset;winter olympics;a téli olimpia
talvirengas;winter tire;téli gumi
talvitakki;winter coat;télikabát
pakkasaamu;frosty morning;fagyos reggel
pakkaspäivä;cold winter day;fagyos nap
pakkasyö;frosty night;fagyos éjszaka
pakkasilma;frosty air;fagyos levegő
pakkassää;frosty weather;fagyos időjárás
pakkasaste;degrees below zero;fagypont
pakkasenarka;frost-sensitive;fagyás érzékeny
pakkasenpurema;frostbite;fagyási sérülés
pakkasherra;mister freeze;Mr. Frost
pakkasukko;grandfather frost;fagyás
pakkasneste;antifreeze;fagyálló
pakkasvaroitus;warning of upcoming frost;fagyfigyelmeztetés
pakkasvaurio;frost damage to plants, buildings;fagykár
pakkasvoide;protective cream for skis;védő krém
On 30 astetta pakkasta;It's 30 degrees below zero;30 fok van nulla alatt
lumiaita;snow fence;hó kerítés
lumiaura;snowplow;hóeke
lumihanki;snow crust;kap havat
lumikello;snowdrop (flower);hóvirág
lumikengät;snowshoes;hócipők
lumikerros;layer of snow;hóréteg
lumiketju;snow chain for tire;hólánc
lumikola, lumilapio;snow shovel;hólapát, hólapát
lumilauta;snowboard;hódeszka
lumilinko;snow blower;hófújó
lumilyhty;snow lantern;hólámpás
lumimaja;igloo;hóház
lumimarja;snowberry;Snowberry
lumimies;yeti;jeti
lumipallo;snowball;hógolyó
lumipeite, hanki;blanket of snow;hótakaró
lumipuku;snowsuit;hóruha
lumisokeus;snow blindness;hóvakság
lumiukko;snowman;hóember
lumiveistos;snow sculpture;hószobor
ensilumi;first snow;első hó
irtolumi;loose snow;laza hó
tekolumi;artificial snow;műhó
kova pakkanen;heavy frost;erős hideg
ankara pakkanen;severe frost;súlyos fagy
kylmä;cold;hideg
jäätävä / hyinen tuuli;icy / freezing wind;fagyos szél
tiheä pyry;dense snowfall;sűrű hóesés
kova pyry;very heavy snowfall;kemény hóesés
sakea pyry;thick snowfall;vastag hóesés
voimakas;strong (wind, storm);erős
lauha, lauhkea;mild (weather, winter, wind);enyhe
liukas;slippery (road, street, yard);csúszós
jäinen;icy (road, street, yard);jeges
kuurainen;frosty (road, street, yard);fagyos
loskainen, sohjoinen;slushy (road, street, snow);lucskos, sáros
märkä;wet (snow, weather);nedves
nuoskainen;close to zero degrees (weather, snow);sznob
