Finnish;English;hungarian
Liharuokia;Meat dishes;Húsételek
filee;fillet;filé
fileeselkä;sirloin;filé karaj
gulassi;goulash;gulyás
hampurilainen;hamburger;hamburger
jänis;hare;nyúl
jauheliha;minced meat;darált hús
kani;rabbit;nyúl
kääryle;collared beef;tekercs
kinkku;ham;sonka
kyljykset;chops;karaj
lampaanliha;mutton;ürühús
lihahöystö;ragout;fasírt
lihakääryleet;beef rolls;hústekercs
lihapullat;meat balls;húsgolyók
makkara;sausage;kolbász
maksalaatikko;liver casserole;májas rakott
muhennos;stew;pörkölt
naudanliha;beef;marhahús
pihvi;steak;steak
piirakka;pie;pite
sianliha;pork;sertéshús
sianlihamakkarat;pork sausages;sertéskolbászok
vasikanliha;veal;borjúhús
vasikanpää;calf's head;borjú fejét
villisika;wild boar;vaddisznó
viilokki;fricassee;hússzeletek
Siipikarja;Poultry;Baromfi
ankka;duck;kacsa
broilerinliha, kana;chicken;brojler hús, csirke
fasaani;pheasant;fácán
hanhi;goose;liba
kalkkuna;turkey;pulyka
kanalintu;fowl;tyúkmadár
kurppa;snipe;libucmadár
kyyhkynen;pigeon;galamb
peltopyy;patridge;fogoly
viiriäinen;quail;fürj
Ruhonosat;Carcasse parts;Karkasz alkatrészek
aivot;brains;agy
etuselkä;chuck;elülső hátsó
kieli;tongue;nyelv
kylki;flank;oldal
lapa;shoulder;váll
maksa;liver;máj
munuaiset;kidneys;a vesék
paisti;joint;sült
potka;shank;lábszár
reisi;leg;comb
rinta;brisket;mell
ulkofilee;sirloins;hátszín
Valmistustavat;Cooking ways;Gyártási módszerek
fileoitu;filleted;filézve
grillattu;grilled;grillezett
haudutettu;steamed;párolt
jauhettu;minced;porított
keitetty;boiled;főtt
kypsennetty;cooked;főzött
leivitetty;breaded;rántott
marinoitu;marinated;pácolt
muhennettu;braised, stewed;párolt
paistettu;fried;sült
savustettu;smoked;füstölt
suolattu;salted;sózott
tyhjiökypsennetty;sous-vide;vákuumban főzve
Minä en syö lihaa.;I don't eat meat.;nem eszek húst.
Minä olen kasvissyöjä.;I'm a vegetarian.;Vegetáriánus vagyok.
Minä olen vegaani.;I'm a vegan.;vegán vagyok.
En syö mitään eläinperäisiä tuotteita.;I don't eat any animal products.;Nem eszek semmilyen állati eredetű terméket.
Millaisesta lihasta sinä tykkäät?;What kind of meat do you like?;Milyen húst szeretsz?
Syötkö mieluummin kalaa vai lihaa?;Do you rather eat fish or meat?;Halat vagy húst eszel szívesebben?
Syötäisiinkö lihapullia tänään?;Could we eat meatballs today?;Együnk ma húsgombócot?
Syön joka päivä makkaroita.;I eat sausages every day.;Minden nap eszek kolbászt.
Haluan vähentää lihansyöntiä.;I want to eat less meat.;Csökkenteni szeretném a húsfogyasztást.
En syö porsaanlihaa.;I don't eat pork.;nem eszek sertéshúst.
Uskontoni kieltää sianlihan syömisen.;My religion forbids me from eating pork.;A vallásom tiltja a sertéshús evését.
Suuria määriä raakaa lihaa ei kannata syödä.;You shouldn't eat large quantities of raw meat.;Nagy mennyiségű nyers húst nem szabad enni.
Kananliha on halvempaa kuin naudanliha.;Chicken is cheaper than beef.;A csirkehús olcsóbb, mint a marhahús.
