Finnish;english;hungarian
Minun / mun täytyy opiskella tänään.;I have to study today.;Ma tanulnom kell.
Sinun / sun pitää mennä aikaisin nukkumaan.;You must go to bed early.;Korán kell lefeküdni.
Hänen pitää viedä koira ulos.;He needs to take the dog out.;Ki kell vinnie a kutyát.
Meidän on pakko käydä kaupassa illalla.;We have to go shopping in the evening.;Este be kell mennünk vásárolni.
Teidän täytyy odottaa hetki.;You must wait a moment.;Várnotok kell egy pillanatot.
Heidän on pakko siivota nyt.;They have to clean up now.;Most kell takarítaniuk.
Oskarin pitää kerrata tenttiin.;Oskar has to repeat the exam.;Oskarnak meg kell ismételnie a vizsgát.
Mun ei tarvitse tehdä mitään.;I don't have to do anything.;nem kell tennem semmit.
Sun ei tarvi odottaa mua.;You don't have to wait for me.;Nem kell rám várnod.
Hänen ei tartte mennä harkkoihin tänään.;He doesn't need to go crazy today.;Ma nem kell megőrülnie.
Exam-tenttiluokkaan ei saa ottaa puhelinta.;You are not allowed to take your phone to the Exam class.;A vizsgaórára nem viheti be a telefonját.
Yleensä koirat eivät saa tulla ruokakauppaan.;In general, dogs are not allowed in the grocery store.;Általánosságban elmondható, hogy kutyákat tilos bevinni az élelmiszerboltba.
ei saa;may / must not;tilos
