Finnish;English;hungarian
vaatekoko;clothing size;ruházat mérete
kenkäkoko;shoe size;cipőméret
sovituskoppi;fitting room;illeszkedő fülke
sovari;fitting room (spoken);rohanás
vaatetanko;clothes rail;gardrób
rekki;clothing rack;vízszintes sáv
henkari;hanger;akasztó
(vaate)koko;(clothing) size;(ruhadarab) méret
malli;model;kvid
muoti;fashion;divat
pituus;length;hossz
hinta;price;ár
kassa;cash register;készpénz
alennus;discount;kedvezmény
tarjous;special offer;ajánlat
myyjä;salesperson;eladó
asiakas;customer;vevő
palautusoikeus;money back guarantee;visszatérítés
sovittaa;to try on;mérkőzés
sopia (sinulle);to look good (on you);Egyetért (neked)
sopia;to fit (right size);illő méretben
mahtua;to fit (large enough);illő (elég nagy)
olla muodissa;to be in fashion;divatban van
olla pois muodista;to not be in fashion;ki van téve a divatból
käydä ostoksilla;to go shopping;bevásárol
maksaa;to cost, to pay;fizetés
myydä;to sell;elad
ostaa;to buy;vétel
palauttaa;to return;visszatérés
vaihtaa;to exchange;változás
katsoa peiliin;to look in the mirror;nézz a tükörbe
pyytää apua;to ask for help;kérjen segítséget
Voinko olla avuksi?;Can I help you?;Hasznos lehetek?
Olen vain katselemassa.;I'm just looking.;Csak nézem.
Ei, katselen vain.;No, I'm just looking.;Nem, csak nézem.
Katselkaa vaan rauhassa.;Take your time.;Csak nézzen békében.
Sano, jos tarvitset apua.;Let me know if you need help.;Mondja, ha segítségre van szüksége.
Sano, jos voin auttaa jotenkin.;Let me know if I can help somehow.;Mondja, hogy tudok valamilyen módon segíteni.
Voitteko auttaa minua?;Can you help me?;Tudna nekem segíteni?
Etsin urheiluvaateosastoa.;I'm searching for the sport clothing area.;Sportos ruházati osztályt keresek.
Mistähän löydän urheiluvaatteet?;Where can I find sport clothing?;Hol találok sportruházatot?
Mistähän löydän alusvaatteet?;Where can I find underwear?;Hol találok fehérneműt?
Voinko sovittaa tätä?;Can I try this on?;Meg tudom illeszteni ezt?
Missä voin sovittaa tätä?;Where can I try this on?;Hol tudom ezt összeegyeztetni?
Sovituskopit ovat tuolla vasemmalla.;The fitting rooms are on the left there.;A szerelő fülkék a bal oldalon vannak.
Mitä kokoa käytät?;What size are you?;Milyen méretet használ?
Käytän kokoa L.;I use L-size.;Az L. méretét használom.
Sopiiko housut?;Do the pants fit?;A nadrág illeszkedik?
Tarvitsetko toisen koon?;Do you need a different size?;Szüksége van egy másik méretre?
Tämä mekko on liian lyhyt.;This dress is too short.;Ez a ruha túl rövid.
Tämä paita on liian lyhyt.;This shirt is too short.;Ez az ing túl rövid.
Paita on liian tiukka.;The shirt is too tight.;Az ing túl szoros.
Housut ovat liian tiukat.;The pants are too tight.;A nadrág túl szoros.
Onko teillä pienempää kokoa?;Do you have a smaller size?;Van egy kisebb méret?
Onko teillä isompaa kokoa?;Do you have a larger size?;Van nagyobb mérete?
Nämä housut ovat liian isot.;These pants are too large.;Ezek a nadrágok túl nagyok.
Tämä pusero on liian iso.;This shirt is too large.;Ez a pulóver túl nagy.
Nämä housut ovat juuri sopivat.;These pants are just right.;Ezeknek a nadrágnak igaza van.
En löydä tästä L-kokoa.;I can't find size L here.;Nem találom itt az L-méretet.
Onko teillä myös uimapukuja?;Do you also have swimsuits?;Van még fürdőruha?
Pidän tästä paidasta.;I like this shirt.;Tetszik ez az ing.
En pidä tästä väristä.;I don't like this color.;Nem szeretem ezt a színt.
En pidä tästä mallista.;I don't like this model.;Nem szeretem ezt a modellt.
Tämä on nätti, mutta liian pieni.;This is pretty, but too small.;Ez szép, de túl kicsi.
Tykkään kovasti tästä hameesta.;I like this skirt a lot.;Nagyon szeretem ezt a szoknyát.
