Finnish;English;hungarian
Vesiurheilu;Water sports;Vízi sportok
kalastus;fishing;halászat
moottorivenekilpailu;boat-race;motorcsónak verseny
purjehdus;sailing;vitorlázás
uinti;swimming;úszni
sukellus;diving;búvárkodás
vesipallo;water polo;Vízilabda
surffailu;surfing;szörfözés
soutu;rowing;evezés
Talviurheilu;Winter sports;Téli sportok
hiihto;skiing;síelés
ampumahiihto;biathlon;biatlon
luistelu;ice skating;korcsolyázás
taitoluistelu;figure-skating;műkorcsolya
jääkiekko;ice-hockey;jégkorong
jäätanssi;ice dancing;jégtánc
kelkkailu;bob sleighing;Szánkózás
laskettelu;downhill skiing;lesiklás
pujottelu;slalom skiing;szlalom
mäkihyppy;skijumping;Síugrás
Pallopelit;Ball sports;Labdajátékok
golf;golf;golf
jalkapallo;soccer;futball
tennis;tennis;tenisz
koripallo;basketball;kosárlabda
käsipallo;handball;csapat kézilabda
pesäpallo;Finnish baseball;Finn baseball
kriketti;cricket;krikett
lentopallo;volleyball;röplabda
salibandy;floorball;fedett kosárlabda
seinäpallo;squash;fallabda
pöytätennis;table tennis;Asztali tenisz
biljardi;billiards;biliárd
petankki;petanque;petanque
sulkapallo;badminton;tollaslabda
Juoksu;Running;Futás
aitajuoksu;hurdling;akadályok
estejuoksu;steeplechase;akadályverseny
hölkkäys, lenkkeily;jogging;kocogás, kocogás
maastojuoksu;cross country running;terepfutás
kestävyysjuoksu;long-distance running;állóképességi futás
pikajuoksu;sprinting;sprintel
Muita lajeja;Other sports;Más fajok
ammunta;shooting;lövés
judo;judo;cselgáncs
jiujitsu;jujutsu;jiu-jitsu
jumppa;aerobics;fizikai bunkók
karate;karate;karate
kehonrakennus;bodybuilding;testépítés
keihäänheitto;javelin throwing;gerely
kiekonheitto;discus throwing;diszkoszvetés
moukarinheitto;hammer throwing;dobás
kolmiloikka;triple jumping;hármasugrás
korkeushyppy;high jump;magasugrás
kymmenottelu;decathlon;tízpróba
kädenvääntö;arm wrestling;Szkander
kävely;walking;gyaloglás
maahockey;hockey;(jég)korong
maraton;marathon;maraton
metsästys;hunting;vadászat
miekkailu;fencing;vívás
moottoriurheilu;motor sports;motorsportok
nyrkkeily;boxing;boksz
paini;wrestling;birkózás
painonnosto;weight-lifting;súlyemelés
pituushyppy;long jumping;távolugrás
pyöräily;cycling;kerékpározás
seiväshyppy;pole vaulting;rúdugrás
vapaapaini;free style wrestling;szabadfogású birkózás
voimanosto;power lifting;erőemelés
voimistelu;gymnastics;gimnasztika
Urheilla vedessä;To do sports in the water;Sportolás a vízben
kalastaa;to fish;hal
osallistua moottorivenekilpailuun;to participate in a boat race;részt venni egy motorcsónak versenyen
purjehtia;to sail;vitorla
uida;to swim;úszás
sukeltaa;to dive;merülés
pelata vesipalloa;to play water polo;vízilabdázni
surffailla;to surf;szörfözni
soutaa;to row;sor
Urheilla talvella;To do sports in winter;Sport télen
hiihtää;to ski;sí
kilpailla ampumahiihdossa;compete in a biathlon;biatlonban versenyezni
luistella;to ice skate;korcsolya
harrastaa taitoluistelua;to figure-skate;szereti a műkorcsolyázást
pelata jääkiekkoa;to play ice-hockey;jégkorongozni
tanssia jäällä;to dance on the ice;táncolni a jégen
kelkkailla;to sled, to sleigh;szánokon
lasketella;to ski downhill;síelni
harrastaa pujottelua;to do slalom skiing;szlalomoz
mäkihypätä;to skijump;domb ugrás
Pelata pallopelejä;To play ball sports;Játssz labdajátékokat
pelata golfia, golfata;to golf;golfozni, golfozni
pelata jalkapalloa;to play soccer;focizni
pelata tennistä;to play tennis;teniszezni
pelata koripalloa;to play basketball;kosárlabdázni
pelata käsipalloa;to play handball;kézilabdázni
pelata pesäpalloa;to play Finnish baseball;baseballozni
pelata krikettiä;to play cricket;krikettezni
pelata lentopalloa;to play volleyball;röplabdázni
pelata salibandya;to play floorball;floorballozni
pelata seinäpalloa;to play squash;játszani falilabdát
pelata pöytätennistä;to play table tennis;pingpongozni
pelata biljardia;to play billiards;biliárdozni
pelata petankkia;to play petanque;pétanque-ot játszani
pelata sulkapalloa;to play badminton;tollaslabdázni
Juosta;To run;Fuss
