Finnish;English;hungarian
imettää;to breast-feed;szoptat
imeä;to suck;felszív
imetys, rintaruokinta;breastfeeding;szoptatás, szoptatás
nänni;nipple;mellbimbó
rinta;breast;mell
äidinmaito, rintamaito;breast milk;anyatej, anyatej
yösyöttö;night-time feeding;éjszakai etetés
pumpata rintamaitoa, lypsää rintamaitoa;to pump breast milk;anyatejet pumpálni, anyatejet expresszálni
imetysasento;breastfeeding position;szoptatási pozíció
imetyspoliklinikka;breastfeeding clinic;laktációs klinika
rintapumppu;breast pump;mellszívó
imetysrintaliivit;nursing bra;szoptatós melltartó
liivinsuojukset;bra pads;mellényvédők
rintatulehdus;breast infection;mellkasi fertőzés
pulauttaa;to spit up (milk);felköp
röyhtäyttää;to burp a baby;böfög
vauvan röyhtäytys;burping the baby;baba böfög
tuttipullo;baby bottle;cumisüveg
tuttipullonlämmitin;bottle warmer;cumisüveg melegítő
äidinmaidonkorvike;infant formula;csecsemőtápszer
lämmittää tuttipullo;to warm up the baby bottle;felmelegíti a cumisüveget
tuttipullon sterilointi;sterilization of the baby bottle;cumisüveg sterilizálás
pulloharja;bottle brush;palackkefe
syöttötuoli;high chair;etető szék
syöttää lusikalla;to feed with a spoon;kanállal etetni
ruokkia vauvaa;to feed the baby;etesd meg a babát
ruokalappu;feeding bib;egy előke
ruokakaukalo;feeding bib with spill pocket;ételtálca
kiinteä ruoka;solid food;szilárd étel
Mitä jos maito ei nouse?;What if the milk won't rise?;Mi van, ha a tej nem emelkedik fel?
Milloin maitoni nousee?;When will my milk come in?;Mikor jön be a tejem?
Maito nousee.;Milk “comes in”.;A tej felemelkedik.
Vauva herää noin 3-4 tunnin välein syömään.;The baby wakes up about every 3-4 hours to eat.;A baba 3-4 óránként felébred enni.
Vauva saa pelkkää maitoravintoa.;The baby is only getting milk to eat.;A baba csak tejes táplálékot kap.
Rintaruokintaa pitää harjoitella.;You have to practice breastfeeding.;Gyakorolni kell a szoptatást.
Minulla on ongelmia rintaruokinnassa.;I have problems breastfeeding.;Szoptatási problémáim vannak.
Imetys on sujunut hyvin.;Breastfeeding has gone well.;A szoptatás jól sikerült.
Imetys tekee kipeää.;Breastfeeding hurts.;A szoptatás fáj.
Imetyksen käynnistyminen ei onnistunut heti.;Starting breastfeeding didn't immediately succeed.;A szoptatás nem indult be azonnal.
Onko vauvalla nälkä?;Is the baby hungry?;Éhes a baba?
Syökö tyttöni tarpeeksi?;Is my daughter eating enough?;Eleget eszik a lányom?
Vauvalla ei ole nälkä.;The baby isn't hungry.;A baba nem éhes.
Vauva pulauttaa osan maidosta.;The baby spits up part of the milk.;A baba lenyeli a tej egy részét.
Muista röyhtäyttää vauva syönnin jälkeen.;Remember to burp the baby after eating.;Ne felejtse el böfögni a babát étkezés után.
Pakastan ylimääräisen äidinmaidon.;I freeze the extra breast milk.;A felesleges anyatejet lefagyasztom.
Lämmittäisitkö tuttipullon?;Could you heat the baby bottle?;Felmelegítenél egy cumisüveget?
Vauva syö lusikasta.;The baby eats from a spoon.;A baba kanálból eszik.
Vauva syö kiinteitä.;The baby eats solids.;A baba szilárd ételeket eszik.
vaippa;diaper,nappy;hüvely
vaipanvaihto;diaper change;pelenkacsere
vaihtaa vaippa;to change the diaper;pelenkát cserélni
kakkavaippa;poopy diaper;kaki pelenka
kestovaippa;cloth diaper;tartós pelenka
kertavaippa;disposable diaper;eldobható pelenka
hoitopöytä;changing table;kezelési táblázat
hoitoalusta, vaipanvaihtoalusta;changing mat;szoptatós tálca, pelenkázótálca
vauvanamme;baby bath;a babánkat
kylpyamme;bathtub;fürdőkád
kylvettää vauvaa;to bathe the baby;a baba fürdetése
kylvettäminen;bathing;vetés
kylpyvesi;bath water;fürdővíz
huoneenlämpöinen;room temperature;szobahőmérséklet
pesulappu;washcloth;mosogatórongy
tukea vauvan niskaa;to support the baby's neck;támogatja a baba nyakát
kuiva iho;dry skin;száraz bőr
vauvaöljy;baby oil;baba olaj
vauvashampoo;baby shampoo;babasampon
vauvavoide;baby cream;babakrém
ihottumavoide;nappy rash cream;kiütéses krém
kosteuspyyhe;wet wipe;nedvesség törülközőt
talkki;talcum powder;talkum
hoitolaukku;changing bag;ápolótáska
vauvahieronta;baby massage;baba masszázs
hieroa;to massage;dörzsölés
vanupuikko;cotton swab,Q-tip;vattacsomót
vanulappu;cotton disc,cotton pad;vattakorong
Vaipat ovat tosi kalliita.;Diapers are really expensive.;A pelenkák tényleg drágák.
Vaippoja kuluu 8 kappaletta päivässä.;8 diapers are used per day.;8 pelenkát használnak naponta.
Vaipassa on kakkaa.;There's poop in the diaper.;Kaki van a pelenkában.
Vaippa on märkä/kuiva.;The diaper is wet/dry.;A pelenka nedves/száraz.
Vaippa täytyy vaihtaa.;The nappy must be changed.;A pelenkát cserélni kell.
Vaihtaisitko sinä vauvan vaippa?;Would you change the baby's diaper?;Kicserélnéd a baba pelenkáját?
Vauva kaipaa vaipanvaihtoa.;The baby needs a nappy change.;A babának pelenkázásra van szüksége.
Pyykkikone pyörii yötä päivää.;The washing machine spins day and night.;A mosógép éjjel-nappal működik.
Vauvan iholla on näppylöitä.;The baby's skin has pimples.;A baba bőrén pattanások vannak.
Vauvan silmät rähmivät.;The baby has sticky eyes.;A baba szeme elkerekedett.
Vauvan iho hilseilee.;The baby's skin flakes.;A baba bőre hámlik.
Tyttöni nauttii kylvyssä olemisesta.;My daughter enjoys being in the bath.;A lányom élvezi a fürdőzést.
