Finnish;English;hungarian
alasin;anvil;üllő
hakku;mattock;csákány
harava;rake;gereblye
harja;brush;kefe, fésű
harppi;compass;iránytű
hiekkapaperi;sandpaper;csiszolópapír
hohtimet;pincers;csipesz
hylsyavain;socket wrench;csőkulcs
höylä;plane;repülőgép
ilmastointiteippi;duct tape;szövetbetétes ragasztószalag
jakoavain;wrench;csavarkulcs
keritsimet;shears;nyírók
kirves;axe;fejsze
kolvi;soldering iron;forrasztópáka
kottikärryt;wheelbarrow;talicskák
kynä;pen;toll
leikkuri;cutter;vágó
moppi;mop;felmosó
lapio;trowel;lapát
lenkkiavain;ring spanner;csavarkulcs, kocogtatógomb
letku;hose;tömlőt
maalaustela;paint roller;Festőhenger
magneetti;magnet;mágneses
metallisaha;hacksaw;fémfűrész
mutteri;nut;dió
naulanvedin;nail puller;körömhúzó
mutterinväännin;nutrunner;egy diócsavar
neula;needle;tű
nuija;mallet;árverezői kalapács
pensseli;paint brush;kefe
pihdit;pliers;fogó
pistosaha;jigsaw;Lombfűrész
pora(kone);drill;fúrógép)
puukko;sharp Finnish knife;kés
rullamitta;measuring tape;mérőszalag
sahapukki;sawhorse;fűrészló
sirppi;sickle;sarló
sivellin;wide brush;széles kefe
sivuleikkuri;side cutter;oldalvágó
sorvi;lathe;esztergapad
sumutin;spray gun;permetező
tahko;grindstone;malomkő
taltta;chisel;véső
taskulamppu;flashlight;zseblámpa
tikapuut, tikkaat;stepladder;létra, létra
tunkki;jack;Jack
työkalupakki;toolbox;Eszköztár
yleismittari;multimeter;multiméter
vasara;hammer;kalapács
vesivaaka, vatupassi;spirit level;vízmérték, vatu útlevél
viila;file;fájlt
viivoitin;ruler;vonalzó
naula;nail;köröm
lankanaula;common nail;drótszeg
uppokantanaula;wire nail with countersunk head;süllyesztett szög
kampanaula;annular ring shanked nail;fésűs köröm
kierrenaula;spiral shank nail;facsavar
huopanaula;flat headed nail;filcszeg
ruuvi;screw;csavar
uppokanta;countersunk head;lefolyó
kupukanta;round head;kupola alap
suoraurainen;straight groove screw;egyenes horony
ristiuraruuvi;cross groove screw;Phillips csavar
kuusiokoloruuvi;hexagonal socket head screw;hatlapfejű csavar
ruuvimeisseli;screwdriver;csavarhúzó
tasapäinen, talttapäinen;slotted, flat-blade;egyenes fejű, vésőfejű
ristipäinen;cross-headed;keresztbe fejjel
saha;saw;fűrész
käsisaha;hand saw;Kézifűrész
selkäsaha;backsaw;hátsó fűrész
kompassisaha;compass saw;iránytű fűrész
timanttisaha;diamond saw;gyémántfűrész
pyörösaha, sirkkeli;circular saw;körfűrész, kör
siirrettävä pyörösaha;movable circular saw;hordozható körfűrész
moottorisaha, ketjusaha;chain saw;láncfűrész, láncfűrész
sähköpora;electric drilling machine;elektromos fúró
timanttipora;diamond drill;gyémánt fúró
akkuporakone;battery drill;akkumulátoros fúrógép
iskuporakone;percussion drill;ütvefúró
