Finnish;English;hungarian
Mitä sinulle oikeasti kuuluu?;How are you, really?;Mi a bajod valójában?
Oletko varmasti kunnossa?;Are you sure you're okay?;Biztos vagy benne, hogy jól vagy?
Mikä on nyt fiilis?;How are you feeling now?;Hogyan érzed magad most?
Voin vain kuvitella kuinka paha olo sulla on.;I can only imagine how bad you must feel.;El tudom képzelni, milyen rosszul érzed magad.
Sinusta selvästi tuntuu pahalta.;You clearly feel bad.;Egyértelműen rosszul érzed magad.
Jokin vaivaa sinua selvästi.;Something is clearly bothering you.;Valami egyértelműen zavarja.
Haluatko puhua asiasta?;Do you want to talk about it?;Akarsz róla beszélni?
Haluatko kertoa siitä?;Do you want to tell me about it?;Akarsz róla mesélni?
Voit aina puhua minulle.;You can always talk to me.;Mindig beszélhetsz velem.
Haluatko olla yksin?;Do you want to be alone?;Egyedül akarsz lenni?
Haluaisitko, että tulen käymään?;Would you like me to come over?;Szeretnéd, ha meglátogatnék?
Voinko jotenkin auttaa sinua?;Can I somehow help you?;Segíthetek valamiben?
Lähdettäisiinkö kahville joku päivä?;Let's go for coffee some day?;Elmegyünk egy nap kávézni?
Milloin tavattaisiin?;When could we meet?;Mikor találkoznánk?
Lähtisitkö minun kanssa kahville tänään?;Would you go for coffee with me today?;Elmennél velem ma kávézni?
Soita jos tarvitset jotain.;Call if you need something.;Hívjon, ha bármire szüksége van.
Tiedäthän, että voit soittaa minulle.;You do know you can call me, right?;Tudod, hogy hívhatsz.
Siis ihan oikeasti.;I mean it.;úgy értem tényleg.
Olen pahoillani.;I'm sorry.;Sajnálom.
Ei ole sanoja joilla lohduttaa.;There are no words to comfort you with.;Nincsenek szavak, amelyek megvigasztalnák.
Haluaisin auttaa, mutten tiedä miten.;I would like to help but I don't know how.;Szeretnék segíteni, de nem tudom hogyan.
Kunpa voisin auttaa sinua jotenkin.;If only I could help you somehow.;Ha tudnék valahogy segíteni.
Kerro, miten voin auttaa sinua.;Tell me how I can help you.;Mondja el, hogyan tudok segíteni.
Autan parhaani mukaan.;I will do my best to help.;Segítek, ahogy tudok.
Välitän sinusta.;I care about you.;Törődöm veled.
Olen tässä kuuntelemassa kun tarvitset.;I'm here to listen when you need it.;Azért vagyok itt, hogy hallgassak, amikor szüksége van rám.
Tapahtuupa mitä tahansa, olen tukenasi.;Whatever happens I will support you.;Bármi is történik, én itt vagyok neked.
Olen tukenasi.;I will support you.;Támogatlak.
Olen niin huolissani sinusta.;I'm so worried about you.;Annyira aggódom érted.
Olet ajatuksissani.;You're in my thoughts.;Te vagy a fejemben.
Olen ajatellut sinua paljon.;I've been thinking about you a lot.;Sokat gondoltam rád.
Olet rukouksissani.;You're in my prayers.;Te vagy az imáimban.
Et saa syyttää tästä itseäsi.;You can't blame yourself for this.;Nem hibáztathatod magad ezért.
Älä syytä itseäsi.;Don't blame yourself.;Ne hibáztasd magad.
Älä yritä liikoja.;Don't try too much.;Ne próbálkozzon túl keményen.
Ota rennosti.;Take it easy.;Vedd lazán.
Älä luovuta.;Don't give up.;Ne add fel.
Voimia.;Sending you strength.;Hatalom.
Koita kestää.;Hang in there.;Kitartás.
Yritä jaksaa;Try to hang in there.;Próbálj megbirkózni
Tsemppiä!;Good luck!;Sok szerencsét!
Tsemppiä ja jaksamisia tuleville päiville.;Good luck and endurance for the coming days.;Egészséget és türelmet a következő napokhoz.
Pienin askelin eteenpäin.;Little by little forward.;Kis lépésekkel előre.
Olet tärkeä minulle!;You're important to me!;Fontos vagy nekem!
Olet minulle rakas.;You are dear to me.;kedves vagy nekem.
