Finnish;English;Hungarian
Tuletko isosta vai pienestä perheestä?;Do you come from a big or small family?;Nagy vagy kis családból származol?
Onko sinulla paljon sisaruksia?;Do you have many siblings?;Van sok testvéred?
Onko sinulla siskoja? Onko sinulla veljiä?;Do you have sisters? Do you have brothers?;Vannak húgaid / nővéreid? Vannak öccseid / bátyáid?
Kuinka vanhoja sinun sisaruksesi ovat?;How old are your siblings?;Hány évesek a testvéreid?
Oletko vanhin lapsi? Oletko nuorin?;Are you the oldest child? Are you the youngest?;Te vagy a legidősebb gyerek? Te vagy a legfiatalabb?
Missä asuit, kun olit lapsi?;Where did you live when you were a child?;Hol laktál, amikor gyerek voltál?
Muutitko usein, kun olit lapsi?;Did you often move when you were a child?;Gyakran költöztél gyerekkorodban?
Kuka asui samassa talossa, kun olit lapsi?;Who lived in the same house when you were a child?;Ki lakott ugyanabban a házban, amikor gyerek voltál?
Millaisessa talossa asuit lapsena?;What kind of house did you live in as a child?;Milyen házban laktál gyerekként?
Mitä teit paljon, kun olit lapsi?;What did you do a lot when you were a child?;Mit csináltál sokat gyerekkorodban?
Kenen kanssa leikit lapsena?;Who did you play with as a child?;Kivel játszottál gyerekként?
Leikitkö ulkona vai sisällä?;Did you play outside or inside?;Kint vagy bent játszottál?
Mitä harrastit, kun olit lapsi?;What hobbies did you have as a child?;Milyen hobbijaid voltak gyerekként?
Olitko kiltti vai tuhma lapsi?;Were you a good or a naughty child?;Jó vagy rosszcsont gyerek voltál?
Oliko sinulla onnellinen lapsuus?;Did you have a happy childhood?;Boldog gyerekkorod volt?
Tykkäsitkö koulusta, kun olit lapsi? Miksi?;Did you like school when you were a child? Why?;Szeretted az iskolát gyerekkorodban? Miért?
Autoitko isää tai äitiä, kun olit lapsi? Miten?;Did you help mom or dad when you were a kid? How?;Segítettél apának vagy anyának gyerekként? Hogyan?
Saitko taskurahaa? Miksi? Kuinka paljon?;Did you get pocket money? Why? How much?;Kaptál zsebpénzt? Miért? Mennyit?
Muistatko paljon lapsuudestasi?;Do you remember a lot from your childhood?;Sok mindenre emlékszel a gyerekkorodból?
Kuinka monta ihmistä sinun perheessäsi on nyt?;How many people are there in your family now?;Most hány ember van a családodban?
Millainen perhe sinulla on nyt?;What kind of family do you have now?;Milyen családod van most?
Onko sinulla lapsia? Haluatko lapsia?;Do you have children? Do you want children?;Vannak gyerekeid? Akarsz gyerekeket?
Haluatko jossain vaiheessa lapsia?;Do you want children at some point?;Szeretnél valamikor gyerekeket?
Milloin haluat / halusit tulla äidiksi tai isäksi?;When do / did you want to become a mother or father?;Mikor akartál / akarsz anya vagy apa lenni?
Mikä on paras ikä hankkia lapsia? Miksi?;What's the best age to have children? Why?;Melyik a legjobb életkor gyereket vállalni? Miért?
Kuinka vanha olit, kun sait ensimmäisen lapsesi?;How old were you when you had your first child?;Hány éves voltál, amikor megszületett az első gyermeked?
Kuinka monta lasta haluaisit? Miksi?;How many children would you like? Why?;Hány gyereket szeretnél? Miért?
Minkäkokoisen perheen haluaisit? Miksi?;What size family would you like? Why?;Mekkora családot szeretnél? Miért?
Mikä on sinusta täydellinen lapsiluku? Miksi?;What do you think is the perfect number of children? Why?;Szerinted mi az ideális gyerekszám? Miért?
Kuinka vanha sinun lapsesi on?;How old is your child?;Hány éves a gyermeked?
Kuinka vanhoja sinun lapsesi ovat?;How old are your children?;Hány évesek a gyerekeid?
Onko sinulla jo aikuisia lapsia?;Do you already have grown children?;Vannak már felnőtt gyerekeid?
Onko sinulla teini-ikäisiä lapsia?;Do you have teenage children?;Vannak tinédzser korú gyerekeid?
Montako lasta perheissä yleensä on kotimaassasi?;How many children do families usually have in your country?;Hány gyerek szokott lenni a családokban a hazádban?
Millainen lapsesi on luonteeltaan?;What's your child like?;Milyen a gyermeked jelleme?
Millaisia lapsesi ovat luonteeltaan?;What are your children like?;Milyenek a gyermekeid természetre?
Valitse kolme lastasi kuvaavaa sanaa!;Choose three words that describe your child!;Válassz három szót, ami leírja a gyermekedet!
Mitä lapsesi harrastaa? Mitä lapsesi harrastavat?;What hobbies does your child(ren) have?;Milyen hobbija van a gyermekednek / gyermekeidnek?
Miten valitsit lapsesi nimen?;How did you choose your child's name?;Hogyan választottad a gyermeked nevét?
Millaisen nimen valitsit / valitsisit lapsellesi?;What kind of name did / would you choose for your child?;Milyen nevet választottál / választanál a gyermekednek?
Millaista elämä on, kun perheessä on yksi lapsi?;What is life like when there is one child in the family?;Milyen az élet, ha a családban egy gyerek van?
Millaista elämä on, kun perheessä on monta lasta?;What is life like when there are many children in the family?;Milyen az élet, ha sok gyerek van a családban?
Oletko ylpeä lapsestasi? Miksi?;Are you proud of your child? Why?;Büszke vagy a gyermekedre? Miért?
Oletko usein huolissasi lapsestasi? Miksi?;Are you often worried about your child? Why?;Gyakran aggódsz a gyermeked miatt? Miért?
Millainen isä tai äiti olet / olisit?;What kind of a father or mother are you / would you be?;Milyen apa vagy anya vagy / lennél?
Millainen isä tai äiti haluaisit olla?;What kind of a father or mother would you like to be?;Milyen apa vagy anya szeretnél lenni?
Millainen isä ja äiti sinulla oli itse?;What kind of a father and mother did you have yourself?;Milyen apád és anyád volt neked?
Millainen on hyvä isä tai äiti?;What is a good father or mother like?;Milyen egy jó apa vagy anya?
Millaisia äidin ja isän pitäisi olla?;What should a mother and a father be like?;Milyennek kellene lenniük az anyának és az apának?
Onko isän rooli erilainen kuin äidin? Miten?;Is a father's role different from a mother's? How?;Más az apa szerepe, mint az anyáé? Hogyan?
Kuinka tiukka olet / olisit vanhempana?;How strict of a parent are you / would you be?;Mennyire szigorú szülő vagy / lennél?
Mitä mieltä olet suomalaisista vanhemmista?;What do you think of Finnish parents?;Mit gondolsz a finn szülőkről?
Mitä mieltä olet suomalaisten lasten käytöstavoista?;What do you think of Finnish children's manners?;Mi a véleményed a finn gyerekek viselkedéséről?
Mitkä ovat äidin tehtävät? Entä isän?;What's a mother's job? And a father's?;Mik az anya feladatai? És az apáé?
Pitäisikö äidin pysyä kotona lastensa kanssa?;Should a mother stay at home with her children?;Otthon kellene-e maradnia az anyának a gyerekeivel?
Kuinka kauan äidin on hyvä olla äitiyslomalla?;How long should a mother be on maternity leave?;Meddig jó, ha az anya szülési szabadságon van?
Pysyvätkö äidit kotona lasten kanssa kotimaassasi?;Do parents stay home with the kids in your home country?;Otthon maradnak az anyák a gyerekekkel a hazádban?
Kuinka kauan olit itse kotona lastesi kanssa?;How long were you yourself at home with your children?;Meddig voltál te magad otthon a gyerekeiddel?
Onko olemassa täydellinen ikä saada lapsia?;Is there a perfect age to have children?;Létezik ideális kor gyereket vállalni?
Kuinka paljon vanhemman pitää auttaa läksyissä?;How much should a parent help with homework?;Mennyit kell egy szülőnek segíteni a házi feladatban?
Missä iässä lapsi alkaa itsenäistyä?;At what age do children start getting more independent?;Milyen korban kezdenek önállósodni a gyerekek?
Missä iässä lapselle pitää antaa enemmän vastuuta?;At what age must one give more responsibilities to a child?;Milyen korban kell több felelősséget adni a gyereknek?
Millaisia kotitöitä lapsi pystyy tekemään eri i'issä?;What kind of chores can a child do at different ages?;Milyen házimunkákat tud végezni egy gyerek különböző életkorokban?
Minkäikäisenä lapsen pitää saada taskurahaa?;At what age should a child get pocket money?;Mikor kell zsebpénzt kapnia egy gyereknek?
Paljonko taskurahaa lapselle pitäisi antaa?;How much pocket money should you give to a child?;Mennyi zsebpénzt kell adni egy gyereknek?
Paljonko televisiota lapset saavat katsoa?;How much television are children allowed to watch?;Mennyit nézhetnek tévét a gyerekek?
Minkäikäisenä lapsella on hyvä olla kännykkä?;At what age is it good for a child to have a mobile phone?;Milyen korban jó, ha a gyereknek van mobiltelefonja?
Mitä kieltäisit lastasi tekemästä teininä?;What would you forbid your child from doing as a teen?;Mit tiltanál meg a gyermekednek tinédzserkorában?
Miten rankaiset / rankaisisit lastasi?;How do / would you punish your child?;Hogyan bünteted / büntetnéd a gyerekedet?
Miten sisarusriitoihin pitäisi puuttua?;How should sibling disputes be dealt with?;Hogyan kell kezelni a testvérviszályokat?
Hemmotteletko lastasi / lapsia liikaa?;Do you spoil your child(ren) too much?;Túl sokat kényezteted a gyerekedet / gyerekeidet?
Millaista on "pilalle hemmotellun" lapsen elämä?;What is the life of a really spoiled child like?;Milyen az „elkényeztetett" gyerek élete?
Hemmotellaanko lapsia liikaa Suomessa?;Are children spoiled too much in Finland?;Túl sokat kényeztetik a gyerekeket Finnországban?
Millaisia vaikutuksia hemmottelulla voi olla?;What kind of effects can being pampered have?;Milyen hatásai lehetnek a kényeztetésnek?
Miten palkitset lapsiasi, kun he käyttäytyvät hyvin?;How do you reward your children when they behave well?;Hogyan jutalmazod a gyerekeidet, ha jól viselkednek?
Mikä ärsyttää sinua toisten lapsissa?;What annoys you about other people's children?;Mi bosszant mások gyerekeiben?
Millä tavalla lapsi oppii?;How does a child learn?;Milyen módon tanul a gyerek?
Miksi lapset oppivat kieliä nopeammin kuin aikuiset?;Why do children learn languages faster than adults?;Miért tanulnak gyorsabban nyelveket a gyerekek, mint a felnőttek?
Opetatko lapsillesi omaa kieltä ja kulttuuria?;Do you teach your children your own language and culture?;Tanítod a gyerekeidnek a saját nyelvedet és kultúrádat?
Puhutko omaa äidinkieltäsi lastesi kanssa?;Do you speak your own mother tongue with your children?;Beszéled a saját anyanyelvedet a gyerekeiddel?
Mikä kuuluu mielestäsi onnelliseen lapsuuteen?;What do you think is part of a happy childhood?;Szerinted mi tartozik egy boldog gyerekkorhoz?
Kerro jostain onnellisesta lapsuusmuistostasi!;Talk about a happy childhood memory you have!;Mesélj egy boldog gyerekkori emlékedről!
Onko sinulla enemmän hyviä vai huonoja muistoja?;Do you have more good or bad memories?;Több jó vagy rossz emléked van?
Oletteko sinä ja vanhempasi nykyään läheisiä?;Are you and your parents close these days?;Közel álltok egymáshoz a szüleiddel manapság?
Mitä vanhempasi tekivät, mitä sinä et ikinä tekisi?;What did your parents do that you would never do?;Mit tettek a szüleid, amit te soha nem tennél meg?
Mitä opit vanhemmiltasi?;What did you learn from your parents?;Mit tanultál a szüleidtől?
Miten yhdistät Suomen ja kotimaasi kulttuurit?;How do you combine Finland's and your country's cultures?;Hogyan egyesíted Finnország és a hazád kultúráját?
Mitä mieltä olet englanninkielisistä päiväkodeista?;What do you think about English-language kindergartens?;Mit gondolsz az angol nyelvű óvodákról?
Miten saadaan lapset syömään terveellisesti?;How can we get children to eat healthy?;Hogyan lehet rávenni a gyerekeket az egészséges étkezésre?
Kumpaa on helpompi kasvattaa: tytärtä vai poikaa?;Which one is easier to raise: a daughter or a son?;Kit könnyebb nevelni: lányt vagy fiút?
Kumpi on kalliimpi: tytär vai poika?;Which is more expensive: a daughter or a son?;Ki kerül többe: a lány vagy a fiú?
Onko esikoisen elämä erilaista kuin kuopuksen?;Is the oldest child's life different from the youngest's?;Más az elsőszülött élete, mint a legfiatalabbé?
Mikä tekee lapsen kasvatuksesta kallista?;What makes raising a child expensive?;Mitől drága a gyermeknevelés?
Millaisia kustannuksia lapsi teettää vanhemmilla?;What kind of costs does a child incur on the parents?;Milyen kiadásokat okoz a gyermek a szülőknek?
Kasvatetaanko tyttöjä eri tavalla kuin poikia?;Are girls raised differently than boys?;Másként nevelik a lányokat, mint a fiúkat?
Eroaako tytön kasvatus pojan kasvatuksesta? Miten?;Is raising a girl different from raising a boy? How?;Eltér a lány nevelése a fiúétól? Hogyan?
Miten tyttöjä / poikia kasvatetaan kotimaassasi?;How are girls / boys raised in your home country?;Hogyan nevelik a lányokat / fiúkat a hazádban?
Miten lapsia kasvatetaan Suomessa ja kotimaassasi?;How are kids raised in Finland and in your country?;Hogyan nevelik a gyerekeket Finnországban és a hazádban?
Miten lapsia kohdellaan Suomessa ja kotimaassasi?;How are kids treated in Finland and in your country?;Hogyan bánnak a gyerekekkel Finnországban és a hazádban?
Kuka kasvatti sinua? Miten?;Who raised you? How?;Ki nevelt téged? Hogyan?
Kasvattaisitko lapsiasi samoin kuin itseäsi on kasvatettu?;Would you raise your kids the same way you were raised?;Úgy nevelnéd a gyerekeidet, ahogy téged neveltek?
Mitä arvoja haluat opettaa lapsillesi?;What values do you want to teach your children?;Milyen értékeket akarsz átadni a gyerekeidnek?
Mitä lasten kasvatuksessa on sinulle tärkeintä?;What is most important to you in raising children?;Mi a legfontosabb számodra a gyermeknevelésben?
Miten kasvatettiin lapsia sata vuotta sitten?;How were children raised a hundred years ago?;Hogyan nevelték a gyerekeket száz évvel ezelőtt?
Millä tavoilla lapsuus on erilaista kuin ennen?;In what ways is childhood different than it used to be?;Miben más a gyerekkor, mint régen?
Mitä uutta lapsille pitää nykyään opettaa?;What new things must be taught to children these days?;Milyen új dolgokat kell ma a gyerekeknek tanítani?
Miten lasten kasvatus on muuttuvat ajan myötä?;How has child rearing changed over time?;Hogyan változott a gyermeknevelés az idők során?
Miten lapsuutesi on vaikuttanut kasvatuskäsityksiisi?;How has your childhood affected your childrearing views?;Hogyan befolyásolta a gyerekkorod a nevelési nézeteidet?
