Finnish;English;hungarian
työ;work, job;munka
työpaikka;workplace;munkahely
työharjoittelu;work practice, training, internship;gyakorlat
työharjoittelupaikka;workplace for internship;gyakorlati gyakorlat
palkkatyö;paid employment, work for pay;fizetett foglalkoztatás
vapaaehtoistyö;volunteering;önkéntesség
osa-aikatyö;part-time work;részidős
kokoaikatyö;full-time work;Teljes idő munka
vakituinen työpaikka;permanent job;állandó munka
työhistoria;working history, employment history;munkatörténet
työkokemus;work experience, working experience;munkatapasztalat
työtön;unemployed;munkanélküli
Olen töissä pankissa Tampereella.;I work in a bank in Tampere.;A Tampere -i banknál dolgozom.
Työskentelen pankissa Rautakadulla.;I work in a bank in Rautakatu street.;A banknál dolgozom a Rautakatu -n.
Hän on töissä keskustassa ravintolassa.;She works in the city center in a restaurant.;A belvárosi étteremben dolgozik.
Hän työskentelee ravintolassa Oulussa.;She works in a restaurant in Oulu.;Egy Oulu -i étteremben dolgozik.
Oletko sinä töissä bensiiniasemalla?;Do you work at a gas station?;Egy benzinkútnál dolgozik?
Työskenteletkö tässä yrityksessä?;Do you work in this firm?;Dolgozol ezen a cégnél?
Olen töissä palomiehenä.;I work as a firefighter.;Tűzoltóként dolgozom.
Olen ollut töissä puuseppänä.;I've worked as a carpenter.;Ácsként dolgoztam.
Työskentelen postinkantajana.;I work as a mail carrier.;Postai fuvarozóként dolgozom.
Olen töissä pankissa sijoitusasiantuntijana.;I work in a bank as an investment expert.;A bank befektetési szakértőjeként dolgozom.
Työskentelen pankissa pankkivirkailijana.;I work in a bank as a teller.;A banknál bankként dolgozom.
Työskentelen peruskoulussa opettajana.;I work in an elementary school as a teacher.;Az általános iskolában tanárként dolgozom.
Työskentelen peruskoulussa sihteerinä.;I work in an elementary school as a secretary.;Titkárként dolgozom az általános iskolában.
Olen työskennellyt ravintolassa kokkina.;I've worked in a restaurant as a chef.;Szakácsként dolgoztam az étteremben.
Olen työskennellyt ravintolassa tarjoilijana.;I've worked in a restaurant as a waiter.;Pincérnőként dolgoztam egy étteremben.
Työskenteletkö vanhainkodissa lääkärinä?;Do you work in a nursing home as a doctor?;Orvosként dolgozik egy nyugdíjas otthonban?
Työskenteletkö vanhainkodissa lähihoitajana?;Do you work in a nursing home as a practical nurse?;Ápolóként dolgozik egy nyugdíjas otthonban?
Minulla on työkokemusta kokin työstä.;I have work experience as a chef.;Van munkatapasztalatom a séf munkájában.
Minulla on työkokemusta myyjän työstä.;I have work experience as a salesperson.;Van munkatapasztalatom az eladó munkájában.
Minulla on työkokemusta opettajan työstä.;I have work experience as teacher.;Van munkatapasztalatom a tanár munkájában.
Minulla on työkokemusta lastenhoidosta.;I have work experience in childcare.;Van munkatapasztalata a gyermekgondozásban.
Minulla on työkokemusta vanhusten hoidosta.;I have work experience taking care of the elderly.;Van munkatapasztalata az idősek gondozásában.
Minulla on työkokemusta asiakaspalvelusta.;I have work experience in customer service.;Van munkatapasztalata az ügyfélszolgálatban.
Minulla on työkokemusta koodauksesta.;I have work experience in coding.;Van munkatapasztalataim a kódolásban.
Minulla on työkokemusta myyntityöstä.;I have work experience in sales.;Van munkatapasztalata az értékesítési munkában.
Minulla on työkokemusta sihteerin työtehtävistä.;I have work experience as a secretary.;Szakmai tapasztalatom van a titkár munkájában.
Minulla on työkokemusta myyjän työtehtävistä.;I have work experience as a salesperson tasks.;Van munkatapasztalatom az eladói feladatokban.
Minulla on työkokemusta parturin työtehtävistä.;I have work experience as a barber.;Van munkatapasztalatom a fodrász munkájában.
Minulla on työkokemusta johtotehtävistä.;I have work experience at management level.;Van munkatapasztalataim a vezetői pozíciókban.
Minulla on työkokemusta logistiikka-alalta.;I have work experience in the field of logistics.;Szakmai tapasztalataim vannak a logisztikai iparban.
Minulla on työkokemusta rakennusalalta.;I have work experience in the construction industry.;Van munkatapasztalataim az építőiparban.
Minulla on työkokemusta liiketalouden alalta.;I have work experience in business.;Van munkatapasztalatom az üzleti életben.
Minulla on työkokemusta ravintola-alalta.;I have work experience in the restaurant industry.;Van munkatapasztalataim az étteremiparban.
En ole ollut töissä kotimaassani.;I haven't worked in my home country.;Nem dolgoztam a hazámban.
En ole vielä ehtinyt olla töissä Suomessa.;I haven't had the time to work in Finland yet.;Még nem volt időm dolgozni Finnországban.
En ole vielä ollut töissä Suomessa, koska...;I haven't worked in Finland yet because...;Még nem dolgoztam Finnországban, mert ...
Olen keskittynyt suomen kielen opiskeluun.;I've been focusing on studying Finnish.;A finn tanulmányozására koncentrálok.
Olen opiskellut suomea intensiivisesti.;I've been studying Finnish intensively.;Intenzíven tanultam finn módon.
Olen ensin opiskellut suomen kieltä.;I've first studied the Finnish language.;Először finn módon tanultam.
Minulla ei ole aiempaa työkokemusta.;I don't have any previous work experience.;Nincs korábbi munkatapasztalatom.
Minulla ei ole juurikaan työkokemusta.;I have little work experience.;Kevés munkatapasztalatom van.
Haluan saada työkokemusta.;I want to get work experience.;Szeretnék tapasztalatokat szerezni.
Minulla ei ole vielä työkokemusta tältä alalta.;I have no work experience yet in this field.;Még nincs munkatapasztalatom ezen a területen.
Minulla ei ole juuri tältä alalta työkokemusta.;I have no work experience in this particular field.;Nincs munkatapasztalatom ezen a területen.
Minulla on työkokemusta toiselta alalta.;I have work experience in another field.;Van munkatapasztalatom egy másik területen.
Olen ollut pitkään töissä toisella alalla.;I've long been working in another field.;Régóta dolgozom egy másik területen.
Olen tehnyt kotimaassani monenlaisia töitä.;I've done a wide range of jobs in my country.;Különféle munkát végeztem hazámban.
Minulla on laajalta alalta työkokemusta.;I have diverse work experience.;Széles körű munkatapasztalatom van a területen.
Minulla on laajaa työkokemusta.;I have extensive work experience.;Széles körű munkatapasztalatom van.
Minulla on aikaisempaa työkokemusta.;I have previous work experience.;Korábbi munkatapasztalataim vannak.
Olen myös kotimaassani ollut töissä hitsaajana.;I've been working as a welder in my country as well.;Hegesztőként dolgoztam hazámban is.
Olen tehnyt vastaavaa työtä kotimaassani.;I've done similar work in my country.;Hasonló munkát végeztem a hazámban.
Olen aiemmin työskennellyt vastaavassa paikassa.;I have previously worked in a similar place.;Korábban hasonló helyen dolgoztam.
Olen aiemmin tehnyt samanlaista työtä.;I've done similar work in the past.;Ugyanazt a munkát végeztem már korábban.
Tein samanlaista työtä kotimaassani.;I did similar work in my country.;Végeztem hasonló munkát a hazámban.
Tein samanlaisia hommia kotimaassani.;I did similar types of work in my country (spoken).;Hasonló dolgokat tettem a hazámban.
