Finnish;English;hungarian
katu;street;utca
tie;road;út
kuja;alley;sikátor
kaista;lane;sáv
valtatie, moottoritie;highway, motorway;autópálya
maatie;country road;föld
kiertotie;detour;kerülőút
oikotie;shortcut;parancsikon
ohikulkuväylä;bypass;átmenő sáv
yksisuuntainen;one-way;egyirányú
suojatie;zebra crossing;zebra kereszteződés
jalkakäytävä;pavement;járda
pyörätie;bicycle lane;kerékpáros út
risteys;crossroads;útkereszteződés
huoltoasema;service station;benzinkút + szolgáltások
bensa-asema;gas station;benzinkút
bussipysäkki;bus stop;buszmegálló
autonkuljettaja, autoilija;car driver;sofőr, autós
bussinkuljettaja;bus driver;buszvezető
jalankulkija;pedestrian;gyalogos
lappuliisa;meter maid;címke
matkustaja;traveler;utas
pyöräilijä;cyclist;kerékpáros
rekankuljettaja;truck driver;teherautó
rattijuoppo;drunk driver;részeg sofőr
taksinkuljettaja;taxi driver;taxisofőr
auto;car;autó
henkilöauto;passenger car;szedán
pakettiauto;van;kisteherautó
taksi;taxi, cab;Taxi
bussi, linja-auto;bus;busz, busz
juna;train;vonat
raitiovaunu;tram;villamos
metro;subway;metró
ajaa;to drive;hajtás
ajaa kolari;to have an accident;ütközik autóval
haavoittua;to be wounded;megsebesül
jarruttaa;to brake;akadályoz
kaahata;to drive recklessly;felelőtlenül vezetni
kiihdyttää, kaasuttaa;to accelerate;Gyorsítsa fel, gázosítsa
kävellä;to walk;séta
käynnistää;to start;lerúg
kääntyä;to turn;fordulat
matkustaa;to travel;utazási
loukkaantua;to be injured;megsérül
noudattaa;adhere to;követ
odottaa;to wait;elvár
ohittaa;to overtake;kitérő
parkeerata;to park;park
pysähtyä;to stop;Stop
pyöräillä;to ride a bike;bicikli
tankata;to refuel;tankol
törmätä;to hit something;bemegy
vaihtaa kaistaa;to change lanes;csere
valvoa liikennettä;to control traffic;ellenőrző forgalom
vaurioitua;to be damaged;sérült
ylittää katu;to cross the street;Keresse meg az utcát
ajoneuvo;means of transport;jármű
ilmastointi;air conditioning;légkondicionálás
joukkoliikenne;public transport;tömegközlekedés
kakkosvaihde;second gear;második fokozat
katulamppu;street light;utcai lámpa
kolari;car crash;Kolari
kuolonkolari;fatal car accident;gombóc
kypärä;helmet;sisak
liikenne;traffic;szállítás
liikennemerkki;traffic sign;közlekedési jel
liikennesäännöt;traffic regulations;közlekedési szabályok
liikennevalot;traffic lights;közlekedési lámpák
liikenneympyrä;roundabout;körforgalom
nopeus;speed;sebesség
nopeusrajoitus;speed limit;sebességhatár
nokkakolari;head-on collision;CAM -ütközés
onnettomuus;accident;baleset
ratti;steering wheel;kormánykerék
ruuhka-aika;rush-hour;csúcsidő
rengas;tire;gyűrű
sakko;fine;finom
törmäys;collision;ütközés
vakuutus;insurance;biztosítás
ykkösvaihde;first gear;első számú
ylinopeus;speeding;gyorshajtás
Autot ovat kadulla.;The cars are on the street.;Az autók az utcán vannak.
Tämä tie on leveä.;This road is wide.;Ez az út széles.
Kujat ovat yleensä kapeita.;Alleys are usually narrow.;A sikátorok általában keskenyek.
Pysy oikealla kaistalla!;Stay on the right lane!;Maradjon a jobb sávon!
Ajan 100 km/h valtatiellä.;I drive 100 km/h on the highway.;100 km/h -t vezetek az autópályán.
Moottoritie on kuuma.;The motorway is hot.;Az autópálya forró.
Ajan maatietä pitkin.;I drive across the country road.;Az út mentén.
Kiertotie ei ollut turvallinen.;The detour wasn't safe.;A kitérő nem volt biztonságos.
Oikotie oli nopeampi.;The shortcut was faster.;A parancsikon gyorsabb volt.
Ohikulkuväylän varrella on talo.;There's a building next to the bypass.;Van egy ház az elhaladó busz mentén.
Tämä on yksisuuntainen katu.;This is a one-way street.;Ez egy egyirányú utca.
Ylitän kadun suojatietä pitkin.;I cross the street via the crosswalk.;Átmentem az utcán a kereszteződés mentén.
Kävelen jalkakäytävällä.;I'm walking on the pavement.;Sétálok a járdán.
Pyöräilija ajaa pyörätiellä.;The biker rides in the bicycle lane.;A kerékpáros a kerékpárúton halad.
Käänny risteyksessä oikealle.;Turn right at the crossroads.;Forduljon jobbra a kereszteződésnél.
Aja huoltoasemalle!;Drive to the service station!;Haladjon a benzinkúthoz!
Tankkaan bensa-asemalla.;I tank up at the gas station.;Tank a benzinkútnál.
Odotan bussipysäkillä.;I wait at the bus stop.;Várok a buszmegállóban.
Autoilija katsoi tietä.;The car driver looked at the road.;Az autós az útra nézett.
Autonkuljettaja pysähtyi.;The car driver stopped.;A sofőr megállt.
Bussinkuljettaja hymyili.;The bus driver smiled.;A buszsofőr elmosolyodott.
Jalankulkija pysähtyi.;The pedestrian stopped.;A gyalogos megállt.
Lappuliisa kirjoitti sakon.;The meter maid wrote a fine.;Lappuliisa bírságot írt.
Matkustaja oli varovainen.;The traveler was careful.;Az utas óvatos volt.
Pyöräilijä ylitti kadun.;The cyclist crossed the street.;A kerékpáros átlépte az utcát.
Rekankuljettaja ajoi hitaasti.;The truck driver drove slowly.;A teherautó sofőr lassan hajtott.
Rattijuoppo ajoi nopeasti.;The drunk driver drove fast.;A részeg gyorsan sodródott.
Taksinkuljettaja odotti.;The taxi driver waited.;A taxisofőr várt.
Ajan autolla töihin.;I drive to work by car.;Autóval vezetek dolgozni.
Henkilöauto pysähtyi.;The passenger car stopped.;Az autó megállt.
Vuokrasin pakettiauton.;I rented a van.;Béreltem egy kisteherautót.
Tilasin taksin.;I ordered a cab.;Rendeltem egy taxit.
Menen kouluun bussilla.;I go to school by bus.;Busszal járok iskolába.
