Finnish;English;hungarian
aavekipu;phantom pain;fantom fájdalom
afta;canker sore, aphthous ulcer;fekély, seb
akupunktio;acupuncture (colloquial);akupunktúra
akupunktuuri;acupuncture (medical);akupunktúra (orvosi)
alaselkäkipu;lower back pain;alsó hátfájás
anestesia;anesthesia;érzéstelenítés
epiduraalipuudutus;epidural anesthesia;epidurális
fibromyalgia;fibromyalgia;fibromyalgia
fysioterapeutti;physiotherapist;gyógytornász
fysioterapia;physiotherapy;fizikoterápia
haava;wound, cut;seb
heijastekipu;referred pain;reflex fájdalom
hermovauriokipu;nerve damage pain;idegkárosodás fájdalom
huono työergonomia;bad work ergonomics;rossz munkaergonómia
huuliherpes;cold sore;herpesz
ibuprofeeni;ibuprofen;ibuprofen
ihottuma;rash;kiütés
ihotulehdus;dermatitis;bőrgyulladás
iskias;sciatica;isiász
jooga;yoga;jóga
jännetulehdus;tendinitis, tendonitis;ínhüvelygyulladás
jännityspäänsärky;tension headache;tenziós fejfájás
kipu;pain;fájdalom
kipulääke, särkylääke;painkiller;fájdalomcsillapító
kivun kesto;duration of the pain;a fájdalom időtartama
kivun voimakkuus;intensity of the pain;fájdalom intenzitása
kivun sijainti;location of the pain;a fájdalom helye
kivun kroonistuminen;pain becoming chronic;krónikus fájdalom
kodeiini;codeine;kodein
krooninen kipuoireyhtymä;chronic pain syndrome;krónikus fájdalom szindróma
kudosvauriokipu;tissue damage pain;szövetkárosodás fájdalom
kuntoutus;rehabilitation;rehabilitáció
kuntoutustuki;rehabilitation allowance;rehabilitációs támogatás
kuukautiskipu;menstrual pain;menstruációs fájdalom
kylmä- ja lämpöhoito;cold and heat treatment;hideg és hőkezelés
laskimotukos;vein thrombosis;vénás elzáródás
leikkaus;surgery;vágás
lepo;rest;pihenés
levottomat jalat;restless legs;nyugtalan lábak
liikunta;exercise;gyakorlat
liikkuminen;moving (around);mozgalom
lonkkamurtuma;hip fracture;csípőtörés
luunmurtuma;bone fracture;csonttörés
lääke;medicine;gyógyszer
lääkehoito;medicinal treatment;gyógyszer, kezelés
lääkeaineriippuvuus;medicine addiction;drog függőség
lääkinnällinen kuntoutus;medical rehabilitation;orvosi rehabilitáció
mieto/vahva opioidi;mild/strong opioid;enyhe/erős opioid
migreeni;migraine;migrén
migreenikohtaus;migraine attack;migrénes roham
morfiini;morphine;morfin
murtuma;fraction;törés
mustelma;bruise;zúzódás
neuropaattinen kipu;neuropathic pain;neuropátiás fájdalom
neuropsykologinen kuntoutus;neuropsychological rehabilitation;neuropszichológiai rehabilitáció
niskajumi;neck stiffness;a nyak merevsége
niskakipu;pain at the back of the neck;nyaki fájdalom
niskan retkahdusvamma;neck sprain injury;nyaki ficam sérülés
nivelreuma;rheumatoid arthritis;rheumatoid arthritis
nivelrikko;osteoarthritis;osteoarthritis
nivelsiteet;ligaments;szalagok
noidannuoli;lumbago;lumbágó
nyrjähdys;sprain;rándulás
opioidien väärinkäyttö;opioid abuse;opioidokkal való visszaélés
pahoinvointi;nausea;hányinger
paikallispuudutus;local anesthesia;helyi érzéstelenítés
