Finnish;English;hungarian
kuolla;to die;meghal
kuolema;death;halál
kuollut;dead;halott
hän on kuollut;he is dead;ő halott
hän kuoli;he died;meghalt
ruumis;corpse;hulla
hautajaiset;funeral;temetés
haudata;to bury;temetni
hauta;grave;síremlék
hautakivi;gravestone;sírkő
hautausmaa;graveyard;temető
kirkkomaa;church graveyard;egyházi föld
hautausmuistomerkki;cenotaph;temetkezési emlékmű
sankarihauta;hero's tomb;hős sírja
arkku / ruumisarkku;coffin;koporsó / koporsó
uurna;urn;urna
polttaa ruumis;to cremate;égesse el a testet
krematorio;crematorium;krematórium
polttohautaus;cremation;hamvasztás
tuhkat;ashes;hamu
seppele;wreath;koszorú
muistokirjoitus;obituary;gyászjelentés
muistotilaisuus;memorial service;megemlékezés
siunaustilaisuus;funeral ceremony;áldási szertartás
vainaja;the deceased;elhunyt
leski;widow, widower;özvegy
orpo;orphan;árva
testamentti;will;végrendelet
periä;to inherit;díj
perintö;inheritance;örökség
perijä;heir;örökös
itsemurha;suicide;öngyilkosság
surra;to grieve;gyászol
suru;grief;bánat
surunvalittelut;condolences;részvét
Otan osaa.;My condolences.;Részvétem.
Isäni nukkui pois eilen.;My dad passed “slept” away yesterday.;Apám tegnap elaludt.
Hän menehtyi yllättäen.;He passed away suddenly.;Váratlanul elhunyt.
Hän kuoli syöpään.;He died of cancer.;Rákban halt meg.
Hän kuoli sydänkohtaukseen.;He died of a heart attack.;Szívinfarktusban halt meg.
Hautajaiset pidetään huomenna.;The funeral will be held tomorrow.;A temetést holnap tartják.
Hänet haudataan hautausmaalle.;He will be buried in the graveyard.;A temetőben fogják eltemetni.
Hän ei laatinut testamenttia.;He didn't make a will.;Nem készített végrendeletet.
Sain kutsun hautajaisiin.;I got an invitation to the funeral.;Meghívót kaptam a temetésre.
Suru valtasi koko perheen.;Grief took hold of the whole family.;A bánat eluralkodott az egész családon.
Kaipaan isääni valtavasti.;I miss my father immensely.;Nagyon hiányzik apám.
Arkku lasketaan hautaan.;The coffin is lowered into the grave.;A koporsót leengedik a sírba.
Tuhkat sirotellaan mereen.;The ashes will be sprinkled in the sea.;A hamut szétszórják a tengerben.
Lepää rauhassa.;Rest in peace.;Nyugodjon békében.
Olet aina sydämessäni.;You will always be in my heart.;Mindig a szívemben leszel.
Vein isäni haudalle orvokkeja.;I brought violets to my father's grave.;Vittem ibolyát apám sírjába.
