Finnish;English;hungarian
saneeraus;renovation, rebuilding, urban renewal;engedély
korjausrakentaminen;renovation, remodeling;javítási építés
kunnostus;restoration, overhaul;felújítása
korjaus;repair;javítás
peruskorjaus;restoration, thorough repair;felújítása, renoválás
remontti;renovation, redecoration;dekoráció
uusinta, uusiminen;renewal;megújulás, megújulás
kattoremontti;roof renovation, roof repair;tető javítás
putkiremontti;plumbing repair;csőjavítás
julkisivuremontti;facade renovation;homlokzat felújítás
piha-alueen remontti;yard renovation;az udvarrész felújítása
käyttövesiremontti;hot water repair;szolgáltató víz felújítása
viemäriremontti;sewer system repair;csatorna javítás
lämmitysjärjestelmän uusiminen;renewal of the heating system;fűtési rendszer felújítása
ilmastointijärjestelmän uudistaminen;modernization of the air conditioning system;a klímarendszer felújítása
huoneistoremontti;apartment renovation;lakás felújítás
kylpyhuoneremontti;bathroom renovation;fürdőszoba felújítás
keittiöremontti;kitchen renovation;konyha felújítás
väliseinän rakentaminen;construction of a partition wall;válaszfal építése
väliseinän purkaminen;dismantling a partition wall;a septum szétszerelése
vesivahinkokorjaus;water damage repair;vízkár javítása
asbestipurku;asbestos abatement;azbeszt bontás
hissin jälkiasennus;retrofitting an elevator;lift utólagos felszerelése
pintaremontti;surface repair (e.g. painting walls);Felületi javítás
kirvesmies;carpenter;Ács
LVI-asentaja, putkimies;plumber;HVAC szerelő, vízvezeték szerelő
muurari;bricklayer;kőműves
putkiasentaja;pipe fitter;vízvezeték-szerelő
rakennusmestari;site manager;építész
rakennusmies;building worker;építőipari munkás
remontoija;renovator;renováló
remonttimies;handyman;szerelő
sähköasentaja;electrician;villanyszerelő
urakoitsija;contractor;vállalkozó
asentaa;to install;telepítés
avata;to open;nyisd ki
halkaista;to split;hasított
harjata;to brush;kefél
hitsata;to weld;hegesztés
höylätä;to plane down;repülő le
irrottaa;to remove, detach;távolítsa el
kantaa;to carry;visz
katkaista;to break off, to sever, to disconnect;szünet
katkaista vesi;to cut off the water;elzárni a vizet
kerätä;to gather;gyűjt
kiristää;to tighten;nyújtózkodni
kiinnittää;to attach;csatolni
korjata;to fix, repair;javítani
käynnistää;to turn on, to start;lerúg
lapioida;to shovel;lapát
laskea;to lower down / to count;kiszámítja
maalata;to paint;fest
mitata;to measure;intézkedés
muurata;to mason, to lay bricks;téglára
naulata;to nail;köröm
nostaa;to lift;emel
porata;to drill;fúró
purkaa;to take apart, to dismantle;föld
pystyttää;to erect, to put up;egyenesen
rakentaa;to build;épít
remontoida;to renovate;díszít
ruuvata;to screw;csavarozik
sahata;to saw;fűrész
sekoittaa;to mix;összezavarni
siirtää;to move (an object);átruházás
sulkea;to close;Bezárás
säätää;to adjust;beállítani
tapetoida;to wallpaper;tapétáz
tarkastaa;to check;jelölje be
tasoittaa;to level / plaster;lelapul
tehdä pintaremontti;to redecorate;felületjavítást végezni
tyhjentää;to empty;egyértelmű
täyttää;to fill;tölt
uudistaa, uusia;to renew;megújítani, megújítani
viilata;to file;fájlt
vääntää;to twist, turn;csavar
yhdistää;to connect, join;összetett
kaavin;scraper;kaparó
liisterisivellin;pasting brush;simító kefe
luotilanka;plumb line;golyódrót
poistaa tapetit;to strip the wallpaper off;távolítsa el a háttérképeket
tapetti;wallpaper;tapéta
tapettiharja;wallpaper brush;tapéta ecset
tapettiliisteri;wallpaper paste;tapéta ragasztó
tapetointipöytä;pasting table;tapétázó asztal
haalarit;overalls;overall
hiekkapaperi;sandpaper;csiszolópapír
kylläste;preservative;Terhes vagyok
liuotin;solvent;oldószer
maalarinteippi;masking tape;maszkolószalag
maalaustela;paint roller;Festőhenger
maali;paint;festék
maalikaukalo;paint tray;céltál
maalipurkki;paint tin;festékes doboz
sivellin;brush;kefe
suojapaperi;dustsheet;védőpapír
täyteaine;filler;töltőanyag
tärpätti;turpentine;terpentin
sprii;white spirit;alkohol dörzsölése
sieni;sponge;gomba
pintamaali;topcoat;felöltő
pohjamaali;primer;alapozó festék
pohjustus;undercoat;alapozó
tiivistysaine;sealant;tömítőanyag
hammaslasta;notched trowel;fogselyem
kumilasta;rubber trowel;gumiszalag
laasti;plaster (material);habarcs (anyag)
laatta;tile;csempe
laattapinta;surface of the tile;csempe felület
laatoitettu;tiled;csempézett
laatoittaa;to tile / plaster;csempéz
laatoittaja;tiler, tile layer;burkoló
laatoitus, kaakelointi;slating, tiling;csempézés
laattalattia;tiled floor;csempe padló
laattojen sauma;tile seam;csempe varrat
levittää laastia;to spread mortar;habarcsot alkalmazzon
muurauslasta;plastering trowel;négyszögletű kalap
saumauslaasti;jointing mortar;habarcs
saumauslasta;pointing trowel;varrás ráhagyás
sementti;cement;cement
ilmanjäähdytys;air cooling;léghűtés
ilmastointi;ventilation;légkondíciónálás
ilmanvaihtokanava;ventilation duct;szellőző csatorna
ilmanvaihtokone;ventilation unit;szellőzőgép
jäähdytin;refrigeration unit;hűvösebb
kupariseosputki;copper alloy tube;rézötvözet cső
kuumavesijärjestelmä;hot water system;melegvíz rendszer
käyttövesijärjestelmä;tap water system;üzemi vízrendszer
lattialämmitys;underfloor heating;padlófűtés
lattialämmitysputki;underfloor heating pipe;padlófűtés cső
lämmitysjärjestelmä;heating system;fűtési rendszer
lämmitysputket;heating pipes;fűtőcsövek
lämminvesivaraaja;hot-water tank, boiler;melegvíz bojler
lämmönvaihdin, lämmönsiirrin;heat exchanger;hőcserélő, hőcserélő
lämmön talteenotto;heat recovery;hővisszanyerés
lämpökeskus;heating plant;hőközpont
lämpöpatteri;radiator;radiátor
maalämpöjärjestelmä;geothermal heating system;geotermikus rendszer
maalämpökaivo;geothermal well;geotermikus kút
maalämpöpumppu;geothermal heat pump;geotermikus hőszivattyú
patterilämmitys;radiator heating;radiátoros fűtés
patteriventtiili;radiator valve;radiátor szelep
poistokanava;outlet channel;kisülési csatorna
putki;pipe;cső
putkisto;the plumbing;csővezeték
säiliö;tank;tartály
tulokanava;inlet channel;bevételi csatorna
vesihuolto;water supply;vízellátás
vesimittari;water meter;vízmérő
vesipiste;water outlet / point;Vízpont
asbesti;asbestos;azbeszt
homeongelma;mold problem;penész probléma
keittiön kaapinovien vaihdos;kitchen cabinet door replacement;konyhaszekrény ajtók cseréje
kosteusvaurio;moisture damage;nedvességkárosodás
kylpyhuoneen pinnoitteiden korjaus;repair of the bathroom's surfaces;fürdőszoba burkolat javítás
kylpyhuoneen pinnoitteiden uusiminen;renewal of bathroom's surfaces;fürdőszoba burkolatok megújítása
lattian asennus;floor installation;padló beépítés
lattiapintojen uusiminen;replacement of floor surfaces;padlófelületek felújítása
panelointi;paneling;lambéria
parketin asennus;parquet installation;parketta beépítés
poraus;drilling;fúrás
rakennustarvikkeet;building materials;építőanyagok
rakennustyömaa;building site;építési telek
remontti-ilmoitus;renovation notice;felújítási közlemény
vesieristys, vedeneristys;waterproofing;vízszigetelés, vízszigetelés
vesivaurio;water damage;vízkár
viemäri;drain, gutter, sewer;szennyvízcsatorna
viemäröinti;sewerage;szennyvíz
