Finnish;English;Hungarian
Tarvikkeita;Supplies;Kellékek
akryylimaali;acrylic paint;akrilfesték
ateljee;studio;műterem
kangas;canvas;vászon
kehykset;frame;keret
lehtiö;sketchbook;vázlatfüzet
maalausteline;easel;festőállvány
maali;paint;festék
muusa;muse;múzsa
paletti;palette;paletta
pensseli;paintbrush;ecset
sivellin;fine paintbrush;festőecset
Kuvataiteen tuloksia;Visual art results;Képzőművészeti alkotások
akvarelli;watercolor;akvarell
etsaus;etching;rézkarc
hiilipiirros;charcoal drawing;szénrajz
keramiikka;ceramics;kerámia
klassinen taide;classic art;klasszikus művészet
kollaasi;collage;montázs
kuvanveisto;sculpturing;szobrászat
kuvataide;visual art;képzőművészet
lähikuva;closeup;közeli kép
maalaus;painting;festmény
maisemamaalaus;landscape painting;tájkép
mestariteos;masterpiece;remekmű
muotokuva;portrait;portré
nykytaide;modern art;kortárs művészet
näyttely;exhibition;kiállítás
omakuva;self portrait;önarckép
patsas;statue;(köztéri) szobor
piirros;drawing;rajz
piirustus;sketch;vázlat
taide;art;művészet
taidegalleria;art gallery;galéria
taidemuseo;art museum;művészeti múzeum
piirustustaide;graphic art;grafika
valokuvaus;photography;fotózás
varjostus;shading;árnyékolás
vedos;print;nyomat
veistos;sculpture;(művészeti) szobor
vesivärimaalaus;watercolor painting;vízfestmény
öljymaalaus;oil painting;olajfestmény
Adjektiiveja;Adjectives;Melléknevek
abstrakti;abstract;absztrakt
kolmiulotteinen;three-dimensional;háromdimenziós
luova;creative;alkotó
mielikuvituksellinen;imaginative;képzeletgazdag
realistinen;realistic;realista
symbolinen;symbolic;szimbolikus
taidokas;skillful;mesteri
taiteellinen;artistic;művészi
visuaalinen;visual;vizuális
Verbejä;Verbs;Igék
luoda;to create;alkotni
luonnostella;to sketch;vázolni
hahmotella;to trace, outline;körvonalazni
maalata;to paint;festeni
muotoilla;to design;formázni
muovailla;to shape;alakítani
piirtää;to draw;rajzolni
korostaa;to highlight;kiemelni
varjostaa;to shade;árnyékolni
Ihmisiä;People;Emberek
alastonmalli;nude model;aktmodell
taiteilija;artist;művész
taiteenharjoittaja;artpractiser;művészeti alkotó
taiteenharrastaja;art lover;művészetkedvelő
taidekriitikko;art critic;műkritikus
taidemaalari;painter;festőművész
graafikko;graphic designer;grafikus
kuvanveistäjä;sculptor;szobrász
valokuvaaja;photographer;fotós
Muita sanoja;Other words;Egyéb szavak
asento;pose;póz
asetelma;still life;csendélet
kuvaamataito;drawing skill;rajzkészség
luomiskausi;creative period;alkotói korszak
luomiskyky;creative ability;alkotóképesség
luovuus;creativity;kreativitás
näkökulma;perspective;látószög
tausta;background;háttér
värimaailma;color scheme;színvilág
värisävy;hue;árnyalat
väriyhdistelmä;color combination;színkombináció
