Finnish;English;Hungarian
aavikko;desert;sivatag
keidas;oasis;oázis
alakerta;downstairs;alsó szint
yläkerta;upstairs;felső szint
alatiesynnytys;vaginal delivery;hüvelyi szülés
keisarileikkaus;caesarean section;császármetszés
alku;beginning;kezdés
loppu;end;befejezés
arkkuhautaus;coffin burial;koporsós temetés
polttohautaus;cremation;hamvasztás
aviovaimo;wife;feleség
aviomies;husband;férj
dialogi;dialogue;párbeszéd
monologi;monologue;monológ
eksä;ex;ex
nyksä (informal);current partner;jelenlegi partner
elämä;life;élet
kuolema;death;halál
enemmistö;majority;többség
vähemmistö;minority;kevesek
epilogi;epilogue;utóirat
prologi;prologue;előszó
epäröinti;hesitation;habozás
varmuus;certainty;bizonyosság
etkot;preparty;előbulizás
jatkot (informal);afterparty;utóbulizás
etupuoli;front side;elülső oldal
takapuoli;back side;hátsó oldal
fiktio;fiction;fikció
tosiasia / fakta;fact;tény
hallitsija;ruler;uralkodó
alainen;subordinate;alárendelt
harrasteurheilu;recreational sports;szabadidős sport
kilpaurheilu;competitive sports;versenysport
harrastus;hobby;hobbi
työ;work;munkavégzés
hellyys;tenderness;gyengédség
julmuus;cruelty;kegyetlenség
helppous;ease;könnyedség
vaikeus;difficulty;nehézség
henkilökuljetus;passenger transport;utas szállítás
tavarankuljetus;goods transport;áruszállítás
henkilövaaka;personal scale;súlymérő
tavaravaaka;goods scale;áru mérleg
herra;sir;úr
rouva;madam;asszony
hiljaisuus;silence;csend
melu;noise;zaj
hyökkäys;attack;támadás
puolustus;defense;védelem
hyökkääjä;attacker;támadó
puolustaja;defender;védő
hyöty;benefit;előny
haitta;disadvantage;hátrány
häät;wedding;esküvő
avioero;divorce;válás
ilo;happiness;öröm
suru;sadness;szomorúság
introvertti;introvert;introvertált
ekstrovertti;extrovert;extrovertált
isäntä;host;házigazda
emäntä;hostess;háziasszony
itsevarmuus;confidence;önbizalom
epävarmuus;uncertainty;bizonytalanság
johtaja;leader;vezető
seuraaja;follower;követő
joukko;group;csoport
yksilö;individual;egyén
järjestys;order;rendszer
kaaos;chaos;káosz
jätti;giant;óriás
kääpiö;dwarf;törpe
kaikki;everyone;mindenki
ei kukaan;nobody;senki
kasvissyöjä;vegetarian;vegetáriánus
lihansyöjä;meat eater;húsevő
kaunokirjallisuus;fiction literature;szépirodalom
tietokirjallisuus;non-fiction;szakirodalom
kaupunki;city;város
maaseutu;countryside;vidék
kaupunkilainen;townie;városi lakos
kyläläinen;villager;falusi
kehitysmaa;developing country;fejlődő ország
teollisuusmaa;developed country;fejlett ország
keinovalo;artificial light;mesterséges fény
luonnonvalo;natural light;természetes fény
keskusta;city center;városközpont
lähiö;suburb;előváros
kesä;summer;nyár
talvi;winter;tél
kesäurheilu;summer sports;nyári sportok
talviurheilu;winter sports;téli sportok
kolikko;coin;érme
seteli;bank note;pénzjegy
korkeus;height;magasság
syvyys;depth;mélység
kotimaa;home country;szülőföld
