Finnish;English;hungarian
Pihan roskikset ovat täynnä.;The yard's garbage bins are full.;Tele a szemét az udvaron.
Talon pihalla on tosi liukasta.;It's really slippery at the house's yard.;Nagyon csúszós az udvaron.
Rappukäytävässä on savua.;There's smoke in the stairwell.;Füst van a lépcsőházban.
Hissi on jumissa.;The elevator is stuck.;A lift elakadt.
Rappukäytävän valo on rikki.;The stairwell light is broken.;Elromlott a lámpa a lépcsőházban.
Naapurista kuuluu melua yöllä.;Noise comes from the neighbors at night.;Éjszaka zaj van a szomszédból.
Naapurini soittaa kovaa musiikkia.;My neighbor plays loud music.;A szomszédom hangosan zenél.
Naapurit häiritsevät meitä yöllä.;The neighbors are disturbing us at night.;Éjszaka a szomszédok zavarnak minket.
Naapurin koira ulvoo koko ajan.;The neighbor's dog howls all the time.;A szomszéd kutyája folyton üvölt.
Avaimeni on kadonnut.;My key has disappeared.;Elveszett a kulcsom.
Unohdin avaimeni kotiin.;I forgot my key at home.;Otthon felejtettem a kulcsaimat.
Ikkunat huurtuvat.;The windows fog up.;Az ablakok bepárásodnak.
Ikkunoiden sisäpinta huurtuu.;The inside of the windows fogs up.;Az ablakok belseje bepárásodik.
Ikkunat jäätyvät.;The windows freeze.;Az ablakok lefagynak.
Ikkuna ei sulkeudu kunnolla.;The window won't close properly.;Az ablak nem zár megfelelően.
Ikkuna on jumissa.;The window is stuck.;Az ablak beragadt.
Ikkunoista vetää.;The windows are drafty.;Kihúzás az ablakokból.
Ikkunan tiiviste on homeessa.;The window seal is moldy.;Az ablaktömítés penészes.
Ikkuna on rikkoutunut.;The window is broken.;Be van törve az ablak.
Ikkunassa on halkeama.;There's a crack in the window.;Repedés van az ablakon.
Ovikello on rikki.;The doorbell is broken.;Az ajtócsengő eltört.
Ovi ei sulkeudu kunnolla.;The door won't close properly.;Az ajtó nem zár megfelelően.
Ulko-ovi ei sulkeudu kunnolla.;The front door won't close properly.;A külső ajtó nem zár megfelelően.
Ulko-ovi ei mene lukkoon.;The front door doesn't lock.;A bejárati ajtó nem záródik be.
Asunnon ovi jumittaa.;The door is sticking.;A lakás ajtaja beszorult.
Ovi narisee.;The door creaks.;Az ajtó nyikorog.
Oven lukko on jumissa.;The door lock is stuck.;Az ajtózár beragadt.
Oven lukko on jäässä.;The door lock is frozen.;Az ajtózár befagyott.
Oven kahva jäi käteen.;The door handle fell off.;Az ajtókilincs beszorult a kézbe.
Asunnon katto vuotaa.;The apartment's ceiling leaks.;A lakás teteje szivárog.
Talon katto vuotaa.;The house's roof leaks.;A ház teteje szivárog.
Katosta tippuu vettä.;Water drips from the ceiling.;A mennyezetről csöpög a víz.
Asunnon seinät ovat märkänä.;The walls of the apartment are wet.;A lakás falai vizesek.
Asunnon seinät ovat epätasaisia.;The walls of the apartment are uneven.;A lakás falai egyenetlenek.
Seinät ovat liian ohuet.;The walls are too thin.;A falak túl vékonyak.
Seinässä on halkeama.;There is a crack in the wall.;Repedés van a falon.
Seinässä rapisee.;There's a scratching inside the wall.;Rohad a fal.
Seinälaatat irtoilevat.;The wall tiles are coming loose.;Lejönnek a fali csempék.
Asunnossa on liian kuuma.;It's too hot in the apartment.;Túl meleg van a lakásban.
Asunnossa on liian kylmä.;It's too cold in the apartment.;Túl hideg van a lakásban.
Lämpöpatteri lorisee.;The radiator rattles.;A radiátor lemerül.
Lämpöpatteri suhisee.;The radiator hisses.;A radiátor süvít.
Patteri vuotaa.;The radiator is leaking.;Az akkumulátor szivárog.
Patterit tuntuvat kylmiltä.;The radiators feel cold.;A radiátorok hidegnek tűnnek.
Patteri ei lämpene.;The radiator won't heat.;Az akkumulátor nem melegszik fel.
Sähköt menivät poikki.;The electricity stopped working.;Elment az áram.
Sähköt eivät toimi.;The electricity doesn't work.;Az áram nem működik.
Asunnosta on sähköt poikki.;There is no electricity in the apartment.;Az áram nincs a lakásban.
Sähköt pimenivät koko talosta.;The electricity went dark in the whole house.;Az egész házban elment az áram.
Sähköt on kateissa osassa taloa.;The electricity doesn't work in part of the house.;A ház egy részében nincs áram.
Pistoke on hajonnut.;The plug is broken.;A dugó eltört.
Sähköjohto on rikki.;The power cord is broken.;A tápkábel megszakadt.
Vesihana vuotaa.;The faucet is leaking.;A csap szivárog.
Vesihanasta ei tule vettä.;No water comes from the tap.;Nem jön ki víz a csapból.
Vesihanan tiiviste pitää vaihtaa.;The tap gasket needs to be changed.;A vízcsap tömítését ki kell cserélni.
Vesihana ei sulkeudu kokonaan.;The tap won't close all the way.;A vízcsap nem zár el teljesen.
Vettä virtaa vain vähän.;Water flows only a little.;Csak egy kevés víz folyik.
Hanasta tulee vain kylmää vettä.;Only cold water comes from the tap.;Csak hideg víz jön ki a csapból.
Pesuallas vuotaa.;The sink is leaking.;A mosogató szivárog.
Pesuallas on tukossa.;The sink is clogged.;A mosogató eltömődött.
Pesualtaan viemäri on tukossa.;The sink drain is blocked.;A mosogató lefolyója el van dugulva.
Viemäri on tukossa.;The drain is clogged.;A lefolyó eltömődött.
Viemäri ei vedä.;The drain doesn't pull.;A lefolyó nem folyik le.
