Finnish;English;Hungarian
koronavirus;coronavirus, COVID-19;koronavírus
korona;COVID;kovid
virus;virus;vírus
tauti;disease;kór
oire;symptom;tünet
lievä oire;mild symptom;enyhe jel
vakava oire;serious symptom;súlyos tünet
herkästi tarttuva;highly contagious;könnyen fertőző
kuume;fever;láz
yskä;cough;köhögés
kurkkukipu;throat ache;torokfájás
hengenahdistus;shortness of breath;légszomj
hengitysvaikeuksia;breathing problems;légzési nehézségek
lihaskivut;muscle pains;izomfájdalmak
väsymys;fatigue;kimerültség
nuha;the sniffles, head cold;nátha
nenä tukossa;blocked nose;bedugult orr
nenä vuotaa;runny nose;orrfolyás
pahoinvointi;nausea;hányinger
ripuli;diarrhea;hasmenés
suu-nenäsuojus;surgical mask;orvosi maszk
kasvomaski;face mask;arcmaszk
suojavisiiri;face shield;védőpajzs
hygienia;hygiene;tisztaság
hyvä käsihygienia;good hand hygiene;jó kézmosási szokás
käsidesi;hand disinfectant;kézfertőtlenítő
käsihuuhde;hand sanitizer;alkoholos kézmosó
saippua;soap;szappan
lähikontakti;close contact;közeli érintkezés
turvaväli;safety distance;biztonsági távolság
karanteeni;quarantine;karantén
kotikaranteeni;home quarantine;házi karantén
sairasloma;sick leave;betegszabadság
eristys;isolation;elkülönítés
kotiinkuljetus;delivery;házhozszállítás
etätyö;telecommuting;távmunka
etäopiskelu;distance learning;távoktatás
sairaalahoito;hospitalization;kórházi ellátás
tehohoito;intensive care;intenzív terápia
koronatesti;coronavirus test;koronavírusteszt
virustestaus;virus testing;vírusvizsgálat
koronapiste;coronavirus service point;koronapont
positiivinen testitulos;positive test result;pozitív eredmény
negatiivinen testitulos;negative test result;negatív eredmény
maksuton;free of charge;ingyenes
näytteenotto;sampling;minta vétel
PCR-testiin;PCR test;PCR-vizsgálat
pikatesti;rapid test;gyorsteszt
antigeenitesti;antigen test;antigén teszt
vasta-ainetesti;antibody test;ellenanyagteszt
vasta-aine;antibody;ellenanyag
väärä positiivinen;false positive;álpozitív
näytteenottotikku;sample stick;minta pálcika
nenänielu;nasopharynx;orrgarat
sierain;nostril;orrlyuk
rokote;vaccine;oltóanyag
rokotus;vaccination;oltás
rokotettu;vaccinated;oltott
rokottamaton;unvaccinated;oltatlan
yksi rokoteannos;one dose of the vaccine;egy oltás
kaksi rokoteannosta;two doses of the vaccine;két oltás
ensimmäinen rokoteannos;first dose of the vaccine;első adag
toinen rokoteannos;second dose of the vaccine;második adag
täysin rokotettu;fully vaccinated;teljesen oltott
rokotetodistus;vaccination certificate;oltási igazolvány
tehosterokote;booster vaccine;emlékeztető oltás
rokoteyksikkö;vaccination unit;oltóhely
rokotekattavuus;vaccine coverage;átoltottság
tartuntatauti;infectious disease;fertőző betegség
virustartunta;viral infection;vírusfertőzés
pisaratartunta;droplet infection;cseppfertőzés
epidemia;epidemic;járvány
pandemia;pandemic;pandémia
kuolema;death;halál
kuolleisuus;mortality rate;halálozási arány
tartuntaluvut;infection rates, case numbers;fertőzési adatok
tiedotus;announcement;közlemény
suositus;recommendation;ajánlás
ohjeistus;instruction;utasítás
määräys;regulation;rendelet
rajoitus;restriction;korlátozás
pakote;sanction;szankció
tiukka rajoitus;strict restriction;szigorú korlátozás
varotoimet;preventive measures;óvintézkedések
varotoimenpide;precaution;elővigyázat
poikkeusolot;emergency conditions;rendkívüli állapot
toinen aalto;second wave;második hullám
riskiryhmä;risk group;veszélyeztetett csoport
riskimaa;risk country;veszélyes ország
tartuntariski;risk of infection;fertőzésveszély
neuvontanumero;hotline;tanácsadó szám
neuvontapuhelin;helpline;segélyvonal
terveydenhuolto;health care;egészségügy
valtioneuvosto;council of state;kormány
viranomaiset;authorities;hatóságok
valmiuslaki;Emergency Powers Act;rendkívüli törvény
koronapassi;COVID passport;védettségi igazolvány
