Finnish;English;Hungarian
parturi;barber;borbély
kampaaja;hairdresser;fodrász
kampaamo;hair salon;fodrászat
parturi-kampaamo;barber-hairdresser salon;borbély-fodrász szalon
hiukset;hairs;haj
tukka;hair;hajkorona
kampaus;hairstyle;frizura
hiusnippu;bunch of hair;hajcsomó
irtohius;loose hair;laza haj
hiussuortuva;tress;hajfürt
hiuksen tyvi;hair root;hajgyökér
hiusten latvat;hair ends;hajvégek
föönata;to blow-dry;hajszárítani
harjata hiukset;to brush hair;hajat kefélni
huuhdella;to rinse;öblíteni
jakaa hiukset;to part the hair;hajat elválasztani
jakaa hiukset kolmeen osioon;to divide hair into three sections;hajat három részre osztani
jättää riippumaan;to leave loose;kilógatni
kammata hiukset;to comb hair;hajat fésülni
kerrostaa;to layer;rétegezni
kiepsauttaa nutturaksi;to twist into a bun;feltekerni kontyba
kiertää lettu nutturaksi;to wrap braid into a bun;fonat kontyba
kihartaa;to curl;göndöríteni
kiinnittää hiuslenkillä;to secure with hair tie;hajgumival rögzíteni
kiinnittää pinneillä;to secure with bobby pins;csatokkal rögzíteni
kiristää;to tighten;megfeszíteni
kuivata;to dry;megszárítani
laittaa tukkansa;to fix one's hair;hajat rendbe tenni
letittää;to braid;fonni készíteni
loiventaa luonnonkiharat;to tame natural curls;természetes göndörséget simítani
palmikoida;to plait;fonni
pitää irtohiukset kurissa;to keep flyaways in check;lazahajakat kordában tartani
pujottaa läpi;to thread through;átfűzni
raidoittaa;to add highlights;melírozni  
repiä hiuksia;to pull out hair;hajat tépni  
selvittää hiukset;to detangle hair;hajat kifésülni  
siistiä pikaisesti;to tidy up quickly;gyorsan rendbe tenni  
sitoa hiuslenkillä;to tie with hairtie;hajgumival összekötni  
solmia yhteen;to tie together;összekötni  
suihkauttaa;to spray;permetezni  
suoristaa;to straighten;kiegyenesíteni  
tasoittaa;to even out;kiegyenlíteni  
tehdä poninhäntä;to make a ponytail;lófarok készíteni  
tehdä jakaus;to part hair;elválasztást csinálni  
tehdä sivujakaus;to create side part;oldalválasztékot készíteni  
trimmata hiukset;to trim hair;hajat igazítani  
tupeerata;to backcomb;tupertolni  
vaalentaa;to bleach;világosítani  
viimeistellä;to finish up;befejezni  
vuolla, ohentaa;to thin out;vékonyítani  
värjätä;to dye;festeni  
poninhäntä;ponytail;lófarok  
ponnari;ponytail (spoken);copf  
sivuponnari;side ponytail;oldal elű farok  
letti, palmikko;braid;fonott haj  
perinteinen letti;traditional braid;hagyományos fonat  
ranskalainen letti;French braid;francia fonat  
hollantilainen letti;Dutch braid;holland fonat  
kalaruotoletti;fishtail braid;halfarkas fonat  
köysiletti;rope braid;köteles fonat  
saparot;pigtails;kontyok  
nuttura;bun;konty  
otsatukka, "otsis";bangs;frufru  
raidat;highlights;melír  
juhlakampaus;party hairstyle;alkalmi frizura  
hääkampaus;wedding hairstyle;esküvői frizura  
rastat;dreadlocks;raszták  
Tarvikkeita;Equipment;Felszerelés  
harja;brush;kefe  
hiusharja;hair brush;hajkefe  
lapioharja;paddle brush;lapátkefe  
pyöröharja;round brush;kerek kefe  
luonnonharjasharja;boar-bristle brush;vaddisznósörte kefe  
kampa;comb;fésű  
piikkikampa;rat-tail comb;farkasvéges fésű  
selvityskampa;wide-tooth comb;széles fogú fésű  
klipsi;hair clip;csat  
letitysklipsi;braiding clip;fonócsipesz  
ositusklipsi;sectioning clip;szakaszoló csipesz  
hiuspinni, hiusneula;hairpin;hajtű  
nutturapinni;bun pin;konty hajtű  
hiuslenkki;hairtie;hajgumi  
kumilenkki;elastic;gumigyűrű  
hiuspanta;headband;fejpánt  
hiuskoriste;hair decoration;hajdísz  
hiuskoru;hair accessory;hajékszer  
hiussolki;bobby pin;hajcsat  
paljetti;sequin;flitter  
hiusvalkki, nutturavalkki;bun shaper;kontykészítő  
hiusdonitsi;hair donut;hajfánk  
hiusverkko;hair net;hálós haj  
hiusnauha;hair ribbon;hajszalag  
niskaliina;neck cloth;nyakvédő kendő  
värikappa;color cape;festőköpeny  
peili;mirror;tükör  
hoitoaine;conditioner;balzsam  
kuivasampoo;dry shampoo;szárazsampon  
hilsesampoo;dandruff shampoo;korpásodás elleni sampon  
muotovaahto;mousse;hab  
hiuslakka;hairspray;hajlakk  
hiuskiinne;hairspray (for fixing);fixáló  
kampausneste;setting lotion;formázó lotion  
kiiltosuihke;shine spray;fénypermet  
vaha;wax;viasz  
lämpörullat;hot rollers;forró henger  
(hius)kiharrin;hair curler;hajsütővas  
hiustenkuivaaja, fööni;hair dryer;hajszárító  
ilmakiharrin;air curler;levegő göndörítő  
muotoilurauta;styler;formázóvas  
lämpökiharrin;curling iron;göndörítő vas  
suoristusrauta;straightener;egyenesítő vas  
hiustenleikkaus;haircut;hajvágás  
pesu;washing;mosás  
hiushoito;hair care;hajápolás  
hiusmuotoilu;hair styling;hajformázás  
värjäys;dyeing;festés  
kestävärjäys;permanent dye;tartós festés  
letitys;braiding;fonás  
keskijakaus;center parting;középső elválasztás  
sivujakaus;side parting;oldalválasztás  
suora jakaus;straight parting;egyenes választás  
föönaus;blow-dry;szárítás  
permanentti;perm;permanens  
vaalennus;bleaching;világosítás  
raidoitus;highlighting;melírozás  
suoristus;straightening;kiegyenesítés  
tupeeraus;backcombing;tupertolás  
kerrostus;layering;rétegelés  
tumma;dark; sötét  
vaalea;light;világos  
öljynen, rasvoittuva;oily;olajos  
kuiva;dry;száraz  
kiiltävä;shiny;fényes  
tuuhea;bushy;bozontos  
pitkähkö;fairly long;közepesen hosszú  
pitkä;long;hosszú  
lyhyt;short;rövid  
lyhyehkö;fairly short;viszonylag rövid  
puolipitkä;mid-length;félhosszú  
sileä;smooth;egyenes, sima 
kihara;curly;göndör  
suora;straight;egyenes  
sievä;pretty;csinos  
ohuehko;fairly thin;viszonylag vékony  
paksu;thick;vastag  
ohut;thin;vékony  
löysä;loose;laza  
napakka;firm;szilárd  
kireä;tight;szűk  
(liian) tiukka;(too) tight;túl szűk  
parta;beard; szakáll  
sänki;stubble;borosta  
viikset;moustache; bajusz  
pulisongit;sideburns;fül melletti szakáll  
parranajo;shaving;borotválkozás  
partakone;shaver;borotva  
partaterä;razor blade;borotvapenge  
partavaahto;shaving foam;borotvahab  
partavesi;aftershave;borotvavíz  
ajaa parta;to shave beard;szakállat borotválni  
muotoilla parta;to shape beard;szakállat formázni  
siistiä parta;to trim beard;szakállat igazítani  
siistiä viikset;to trim moustache;bajuszt igazítani  
leikata niska tasaiseksi;to even out neckline;nyakszélt igazítani  
leikata niska porrastetusti;to layer nape;nyakat rétegezni  
ykköstasolla (ajeltu 3mm pituiseksi);grade one (3 mm);első fokozat (3 mm)  
kakkostasolla (ajeltu 6mm pituiseksi);grade two (6 mm);második fokozat (6 mm)  
kolmostasolla (ajeltu 9mm pituiseksi);grade three (9 mm);harmadik fokozat (9 mm)  
