Finnish;English;hungarian
työkalut;tools;eszközöket
hara;Hoe;kultivátor
harava;rake;gereblye
istutushaarukka;hand fork;ültető villa
istutuslapio;trowel;ültető ásó
kastelukannu;watering can;öntözőkanna
keritsimet;shears;nyírók
kottikärryt;wheelbarrow;talicskák
kukkaruukku;plant pot;virágcserép
kumisaappaat;rubber boots;gumicsizma
kuokka;hoe;kapa
kylvöastia;seed tray;magcserép
käsisaha;hand saw;Kézifűrész
lapio;shovel;lapát
lehtiharava;lawn rake;levél gereblye
letkukela;hose reel;tömlődob
naru;twine;vonal
oksasakset;secateurs;metszőolló
pensassakset;shears (for bushes);sövényvágó
puutarhakäsineet;gardening gloves;kerti kesztyű
puutarhalapio;trowel (garden);kerti ásó
puutarhaletku;garden hose;kerti tömlő
raivaussakset;long-handled shears;tisztítóolló
ruohonleikkuri;lawn mower;kaszálógép
sadetin;sprinkler;öntöző
talikko;manure fork;Villa
trimmeri;trimmer;trimmer
tukikeppi;stake;támasztóbot
yrttitarha;herb garden;füvészkert
kattopuutarha;roof garden;tetőkert
pihamaa;front yard;tanyaudvar
palsta;patch, plot;oszlop
hedelmätarha;orchard;gyümölcsöskert
ruusutarha;rose garden;Rózsakert
vihannestarha;vegetable garden;zöldségeskert
kivikkoistutus;rock garden;sziklatelepítés
patiopuutarha;patio garden;teraszos kert
kasvihuone;greenhouse;üvegház
nurmikko;lawn;gyep
lammikko;pond;tavacska
pensasaita;hedge;sövény
aita;fence;egy kerítés
portti;gate;kikötő
kaariportti;arch;íves kapu
vaja;shed;fészer
pergola;pergola;pergola
perennapenkki;herbaceous border;növényszegély
säleikkö;trellis;rács
amppeli;hanging basket;ampel
polku;path;pálya
kiveys;paving;burkolás
sora;gravel;kavics
kukkapenkki;flowerbed;virágágy
suihkulähde;fountain;szökőkút
pohjamaa;subsoil;altalaj
lannoite;fertilizer;trágya
turve;turf;tőzeg
olkipeite;mulch;szalmatakaró
komposti;compost heap;komposzt
rikkaruohomyrkky;weedkiller;gyomirtó szer
torjunta-aine;pesticide;növényvédő szer
haravoida;to rake;gereblyézni
hoitaa;to tend to;gondoskodni
istuttaa;to plant;növény
istuttaa ruukkuun;to pot up;edény
kaivaa;to dig;dig
karsia;to prune;aszalt szilva
kastella;to water;öntözni
kerätä sato;to harvest;begyűjteni a termést
kitkeä;to weed;gyom
korjata sato;harvest;aratás
kylvää;to sow;koca
kylvää nurmikko;to sow a lawn;vetni a gyepet
lannoittaa;to fertilize;termékenyít
leikata;trim;vágott
maisemoida;to landscape;tájkép
möyhentää;to aerate;pép
peittää turpeella;to turf;tőzeggel fedjük le
peittää katteella;to mulch;fedjük le fedővel
poimia;to pick;felvenni
sumuttaa;to spray;permet
trimmata;to trim;trim
varttaa;to graft;nyársalni
jokavuotinen kasvi;annual plant;egynyári növény
kaksivuotinen kasvi;biennial plant;kétéves növény
monivuotinen kasvi;perennial plant;évelő növény
vesikasvi;water plant;vízi növény
sipulikasvi;bulbous plant;hagyma növény
mehikasvi;succulent plant;nedvdús
saniainen;fern;páfrány
bambu;bamboo;bambusz
rikkaruohot;weeds;gyomok
taimi;seedling;palánta
maustekasvi;herb plant;fűszernövény
puu;tree (more);faipari
palmu;palm tree;tenyér
havupuu;fir tree;tűlevelű
lehtipuu;leaf tree;lombos fa
kaktus;cactus;kaktusz
ruoho;grass;fű
pensas;bush;cserje
koristepensas;flowering shrub;díszcserje
köynnöskasvi;climber;kúszónövény
pohjakasvillisuus;ground cover;alsó növényzet
maanpeittokasvi;creeper;talajtakaró növény
