Finnish;English;hungarian
kihlaus;engagement;eljegyzés
vihkiäiset;wedding ceremony;házassági szertartások
häät;wedding;esküvő
kirkkohäät;church wedding;templomi esküvő
siviilihäät;civil wedding;polgári esküvő
maistraatti;registry office;anyakönyvi hivatal
kristillinen avioliitto;Christian marriage;keresztény házasság
siviiliavioliitto;civil marriage;Civil házasság
esteettömyystodistus;clearance certificate;akadálymentesítési tanúsítvány
avioeste;wedding impediment;házassági tilalom
avioliitto;marriage;házasság
avioelämä;married life;házasélet
avioehto(sopimus);marriage contract;házassági szerződés
avioero;divorce;válás
hopeahäät;silver wedding (25 y.);ezüst esküvő
kultahäät;golden wedding (50 y.);aranylakodalom
timanttihäät;diamond wedding (60 y.);gyémánt esküvő
morsian;bride;menyasszony
sulhanen;groom;vőlegény
morsiuspari, hääpari, vihkipari;wedding couple;menyasszonyi pár, esküvői pár, esküvői pár
aviomies;husband;férj
aviovaimo;wife;házas felesége
puoliso;spouse;házastárs
morsiusneito;bridesmaid;koszorúslány
kaaso;maid of honor;Gáz
bestman;best man;legjobb ember
todistaja;witness;tanú
vieraat;guests;vendégek
hääseurue, hääjuhla;wedding parties;lakodalom
hääväki, häävieraat;wedding guests;esküvői parti, esküvői vendégek
pappi;priest;pap
musta puku;black suit;fekete öltöny
hääpuku, häämekko;wedding dress;esküvői ruha, esküvői ruha
morsiuspuku;bridal gown;menyasszonyi ruha
vihkipuku;wedding gown;Esküvői ruha
morsiushuntu;veil;menyasszonyi fátyol
morsiusvihko, morsiuskimppu;bridal bouquet;menyasszonyi csokor, menyasszonyi csokor
morsiuskruunu;bridal crown;menyasszonyi korona
hääkampaus;wedding hairdo;esküvői frizura
vihkisormus;engagement ring;egy jegygyűrűt
hääsormus;wedding ring;karikagyűrű
hääbudjetti;wedding budget;esküvői költségvetés
hääjärjestelyt;wedding arrangements;esküvői rendezések
hääohjelma;wedding program;Esküvői program
hääsuunnittelija;wedding planner;esküvőszervező
hääpäivä;wedding day / anniversary;esküvő napja
juhlapaikka;wedding venue;bulihely
juhlasali;reception hall;bálterem
hääateria;wedding reception meal;esküvői étkezés
hääkakku;wedding cake;Esküvői torta
pitopalvelu;catering service;catering szolgáltatás
hääkutsu;wedding invitation;Esküvői meghívó
häämusiikki;wedding music;Esküvői zene
häätanssi;wedding dance;esküvői tánc
häävalssi;wedding waltz;esküvői keringő
puhe;speech;beszéd
hääkoristeet;wedding decorations;esküvői dekorációk
hääkuva;wedding photograph;esküvői fotó
häälahja;wedding present;nászajándék
hääyö;wedding night;nászéjszaka
häämatka;honeymoon;nászút
hääperinne;wedding tradition;esküvői hagyomány
polttarit;hen/stag party;női összejövetel
juhannustaiat;midsummer magic;Nyári ünnepek
morsiamen luovutus;the walk down the isle;a menyasszony szállítása
sukkanauhan heitto;garter toss;harisnyakötő dobás
morsiamen ryöstö;robbery of the bride;menyasszonyrablás
hääkellot soivat;the wedding bells ring;megszólalnak az esküvői harangok
kosia;to propose;tedd fel a kérdést
mennä kihloihin;to get engaged;belemerül
olla kihloissa;to be engaged;eljegyezve lenni
mennä naimisiin, solmia avioliitto, haluta naimisiin;to get married;megházasodni, házasodni, házasodni
vihkiä;to wed people;felavat
mennä hyviin naimisiin;to be lucky to get such a good partner;jól házasodni
mennä toisiin naimisiin;to get married for the second time;másodszora házasodni
mennä uusiin naimisiin;to get married again;újra házasodni
mennä avioon;to marry;megházasodni
astua avioon;to enter a marriage;házasságba lépni
karata mennäkseen naimisiin;to elope;megszökik
olla naimisissa / avioliitossa;to be married;házasnak lenni / házasságban
olla aviossa jkn kanssa;to be married to someone;feleségül venni sb-t
kutsua vieraat;to invite the guests;meghívni vendégeket
viettää häitä;to celebrate a wedding;esküvőt ünnepelni
olla häissä;to be at a wedding;az esküvőn lenni
viettää häät perhepiirissä;to have the wedding with family only;családi körben töltse az esküvőt
pitää häät sisätiloissa;to have the wedding indoors;esküvőt tartsanak bent
suunnitella häitä;to plan the wedding;esküvőt tervezni
laatia vieraslista;to create the guest list;vendéglistát készíteni
laatia hääbudjetti;to set up the wedding budget;esküvői költségvetés elkészítése
varata kirkko;to book the church;foglaljon templomot
lähettää hääkutsut;to send the wedding invitations;esküvői meghívókat küldeni
sovittaa morsiuspuku;to try on the wedding gown;passzoljon az esküvői ruhához
vaatia avioero;to demand a divorce;válást követelni
purkaa avioliitto;to terminate the marriage;felbontani a házasságot
erota;to divorce;különbözik
