Finnish;English;Hungarian
wappu;May Day;május elseje
wappupäivä;1st of May;május 1-je
wappuaatto;30th of April;április 30-a
kevät;spring;tavasz
juhla;celebration;ünnep
perinne, traditio;tradition;hagyomány
karnevaali;carnival;karnivalé
työväki;workforce;munkásosztály
työläinen;worker, laborer;munkás
työntekijä;employee;alkalmazott
opiskelija;student;diák
ylioppilas;high school graduate;érettségi vizsgázó
yliopisto-opiskelija;university student;egyetemi hallgató
teekkari;technical university student;műszaki egyetemista
kevään juhla;spring celebration;tavaszi ünnep
opiskelijoiden juhla;student celebration;diákünnep
työväen juhla;workers' celebration;munkásünnep
liputuspäivä;flag day;zászlónap
kansallinen vapaapäivä;national holiday;nemzeti ünnep
ylioppilaslakki;student cap, graduation cap (pic);diáksapka
opiskelijahaalarit;student boilersuit (link);diákoverál
haalarit;overalls, coveralls;munkaruházat
teekkarikaste;university student "baptism";egyetemi hallgató "keresztelés"
valmistua lukiosta;to graduate from high school;érettségizni
juhlia wappua;to celebrate May Day;május elsejét ünnepelni
kokoontua keskustaan;to gather in the city center;összegyűlni a városközpontban
ilmapallo;balloon (pic);léggömb
serpentiini;streamer;serpentin
wappuhuiska, wappuviuhka;May Day fan;május elsejei legyező
naamari;mask;álarc
sima;Finnish mead (link);finn mézbor
tippaleipä;funnel cake (link);tölcsérsüti
munkki;Finnish donut (pic);finn fánk
alkoholi;alcohol;alkohol
kuohuviini;sparkling wine;pezsgő
samppanja;champagne;pezsgőbor
piknik, piknikki;picnic;piknik
silli;herring;hering
perunasalaatti;potato salad;burgonyasaláta
wappulounas;May Day lunch;május elsejei ebéd
wappubrunssi;May Day brunch;május elsejei brunch
hattara;cotton candy, candy floss;vattacukor
lakritsi, laku;liquorice;édesgyökér (cukorka)
käydä piknikillä;to go on a picnic;piknikezni menni
Hauskaa wappua!;Happy May Day!;Boldog május elsejét!
wappu on suomalaisen työn juhla.;Vappy is the Finnish labor day.;Május elseje a finn munka ünnepe.
wappu on ylioppilaiden juhla.;wappu is the celebration of students.;Május elseje a diákok ünnepe.
wappuna juhlitaan kevään alkamista.;At wappu, we celebrate the beginning of spring.;Május elsején ünnepeljük a tavasz kezdetét.
wappuna juodaan paljon alkoholia.;A lot of alcohol is drunk at wappu.;Május elsején sok alkoholt isznak.
Ihmiset kokoontuvat torille.;The people mass together on the square.;Az emberek összegyűlnek a téren.
Juhlitaan wappua!;Let's celebrate wappu!;Ünnepeljük május elsejét!
wappu on iloinen juhla.;May Day is a joyful celebration.;Május elseje vidám ünnep.
Ihmisillä on päässä ylioppilaslakki.;People are wearing the graduation cap on their head.;Az emberek fején érettségi sapka van.
Opiskelijoilla on haalarit päällä.;Students are wearing overalls.;A diákokon munkaruházat van.
Torilla myydään ilmapalloja.;On the market square balloons are sold.;A piacon léggömböket árulnak.
Lapsella on ilmapallo.;The child has a balloon.;A gyereknek van egy léggömbje.
wappuna syödään tippaleipiä.;At Vappy people eat funnel cakes.;Május elsején tölcsérsütit esznek.
Haluan syödä wappumunkkeja.;I want to eat May Day donuts.;Május elsejei fánkot akarok enni.
Juodaan samppanjaa!;Let's drink champagne!;Igyunk pezsgőt!
Nuo ihmiset ovat humalassa.;Those people are drunk.;Azok az emberek részegek.
Haluan itse tehdä simaa.;I want to make Finnish mead myself.;Szeretnék magam készíteni finn mézbor.
Juodaan itsetehtyä simaa!;Let's drink home-made mead!;Igyunk házi készítésű mézborból!
Tänä vuonna jäädään kotiin wappuna.;This year we'll stay home for May Day.;Idén május elsején otthon maradunk.
Järjestetään kotibileitä!;Let's have a house party!;Rendezzünk házibulit!
