Finnish;English;Hungarian
juhannus;Midsummer;Szent Iván-éj
juhannusaatto;Midsummer's Eve;Szent Iván-éj előestéje
juhannuspäivä;Midsummer's Day;Szent Iván napja
juhannusyö;Midsummer's Night;Szent Iván éjszakája
juhannuspyhät;Midsummer weekend;Szent Iván hétvége
keskikesä;the middle of summer;Nyár közepe
kesäpäivänseisaus;summer solstice;Nyári napforduló
perinne, tapa;tradition;Hagyomány
perinteet, tavat;traditions;Hagyományok
kesämökki;summer cottage;Nyári faház
mökkijuhannus;Midsummer at the cottage;Szent Iván a hétvégi háznál
kaupunkijuhannus;Midsummer in the city;Szent Iván a városban
viettää juhannusta;to celebrate Midsummer;Megünnepelni a Szent Ivánt
saunoa;to take a sauna;Szaunázni
juhannussauna;Midsummer sauna;Szent Iváni szauna
juhannuskoivu;Midsummer birch tree;Szent Iváni nyírfa
liputuspäivä;flag day;Zászlónap
vanha perinne;old tradition;Régi hagyomány
juhannuskokko;Midsummer bonfire;Szent Iván-napi máglya
polttaa juhannuskokko;to burn a bonfire;Máglyát gyújtani
karkottaa pahoja henkiä;to banish evil spirits;Előidézni a gonosz szellemek elűzését
juhannustaiat;Midsummer magic;Szent Iván-napi varázslatok
taikausko;superstition;Babona
poimia kukkia;to pick flower;Virágot szedni
tyynyn alla;underneath the pillow;Párna alatt
alasti, alaston;naked;Meztelen
tuleva puoliso;future partner;Jövendőbeli pár
tuleva sulhanen;future groom;Jövendő vőlegény
tuleva morsian;future bride;Jövendő menyasszony
juhannustanssit;Midsummer dance festival;Szent Iván-napi táncünnep
tanssilava;dance floor;Táncparkett
lavatanssit;event where people dance on dance floor;Szabadtéri táncest
valssi;waltz;Keringő
humppa;folk dance called humppa;Humppa (néptánc)
tango;tango;Tangó
foksi;foxtrot;Foxtrot
jenkka;folk dance called jenkka;Jenkka (néptánc)
alkoholi;alcohol;Alkohol
humalassa;drunk;Részeg
hukkua;to drown;Megfulladni
onnettomuus;accident;Baleset
Juhannus on keskikesän juhla.;Midsummer is the middle of summer celebration.;A Szent Iván-éj a nyár közepe ünnepe.
Aurinko ei laske lainkaan Pohjoisessa.;The sun does not set at all in the North.;Az északi részen a nap egyáltalán nem nyugszik.
Kesällä on öisin valoisaa.;It's light during nights in summer.;Nyáron éjszaka is világos van.
Alun perin juhannus oli pakanajuhla.;Originally Midsummer was a pagan festival.;Eredetileg a Szent Iván-éj pogány ünnep volt.
Me vietämme juhannusta mökillä.;We spend Midsummer at the cottage.;A Szent Iván-éjt a hétvégi házban töltjük.
Vietän mökkijuhannusta.;We have a Midsummer at the cottage.;A hétvégi házban ünneplem a Szent Iván-éjt.
Olemme juhannuksena mökillä.;We're at the cottage during Midsummer.;A Szent Iván-éj idején a hétvégi házban vagyunk.
Vietämme juhannuspyhät mökillä.;We spend the Midsummer days at the cottage.;A Szent Iván-napi hétvégét a hétvégi házban töltjük.
Me vietämme juhannusta kaupungissa.;We spend Midsummer in the city.;A Szent Iván-éjt a városban töltjük.
Me vietämme kaupunkijuhannusta.;We have a Midsummer in the city.;A városban ünnepeljük a Szent Iván-éjt.
Mennään katsomaan juhannuskokkoa!;Let's go see the Midsummer bonfire!;Menjünk megnézni a Szent Iván-napi máglyát!
Me poltamme juhannuskokon mökillä.;We burn a bonfire at the cottage.;Meggyújtjuk a Szent Iván-napi máglyát a hétvégi házban.
Mennäänkö juhannustansseihin?;Shall we go to the Midsummer dance event?;Menjünk el a Szent Iván-napi táncestre?
Juhannuksena liputetaan.;Flags are raised at Midsummer.;A Szent Iván-éjkor zászlót tűznek ki.
Lomani alkaa juhannuksena.;My vacation starts at Midsummer.;A szabadságom a Szent Iván-éjnél kezdődik.
Juhannuspäivä on pyhäpäivä.;Midsummer's Day is a public holiday.;A Szent Iván-nap munkaszüneti nap.
Moni menee naimisiin juhannuksena.;Many get married during Midsummer.;Sokan házasodnak Szent Iván-éjkor.
Juhannuksena usein grillataan.;People often grill during Midsummer.;Szent Iván-éjkor gyakran grilleznek.
Juhannuksena juopotellaan.;People get drunk during Midsummer.;Szent Iván-éjkor részegeskednek az emberek.
Kolme ihmistä hukkui tänä vuonna.;Three people drowned this year.;Három ember fulladt meg idén.
Laitan seitsemän kukkaa tyynyni alle.;I put seven flowers underneath my pillow.;Hét virágot teszek a párnám alá.
En usko juhannustaikoihin.;I don't believe in Midsummer magic rituals.;Nem hiszek a Szent Iván-napi varázslatokban.
Nostamme Suomen lipun mökillä.;We raise the Finnish flag at the cottage.;Felvonjuk a finn zászlót a hétvégi házban.
Juhannussauna on ihanaa.;Midsummer sauna is great.;A Szent Iván-napi szauna nagyszerű.
Valvoimme koko yön juhannuksena.;We stayed up the whole night at Midsummer.;Egész éjjel fentmaradtunk Szent Iván-éjkor.
Hyvää juhannusta!;Happy Midsummer!;Boldog Szent Iván-éjt!
