Finnish;english;hungarian
talo;house;ház
talossa;in a house;egy házban
talosta;from the house;a házból
taloon;to the house;a házba
kahvila;Cafe;kávézó
kahvilassa;in the cafe;a kávézóban
kahvilasta;from the cafe;a kávézóból
kahvilaan;to the cafe;a kávézóba
pankki;bank;bank
pankissa;in the bank;a bankban
pankista;from the bank;a bankból
pankkiin;to the bank;a bankba
kielikeskus;Language Center;Nyelvi Központ
kielikeskuksessa;at the language center;a nyelvi központban
kielikeskuksesta;from the language center;a nyelvi központból
kielikeskukseen;to the language center;a nyelvi központba
vietnamilainen ravintola;Vietnamese restaurant;vietnami étterem
vietnamilaisessa ravintolassa;in a Vietnamese restaurant;egy vietnami étteremben
vietnamilaisesta ravintolasta;from a Vietnamese restaurant;egy vietnami étteremből
vietnamilaiseen ravintolaan;to a Vietnamese restaurant;egy vietnami étterembe
tori;market;piac
torilla;at the market;a piacon
torilta;from the market;a piacról
torille;to the market;a piacra
pöytä;table;asztal
pöydällä;on the table;az asztalon
pöydältä;from the table;az asztaltól
pöydälle;to the table;az asztalra
kampus;campus;kampusz
kampuksella;on campus;az kampuszon
kampukselta;from campus;az kampuszról
kampukselle;to campus;az kampuszra
Mikä?;What?;Mi?
Missä?;Where?;Hol?
Mistä?;Where from?;Honnan?
Mihin?;Where to?;Hova?
hyllyllä, hyllyssä;on the shelf, on the shelf;a polcon, a polcon
taskussa;in the pocket;a zsebben
lattialla;on the floor;a padlón
laukussa;in the bag;a táskában
repussa;in a backpack;egy hátizsákban
Hervannassa;in Hervanta;Hervantában
kurssilla;on the course;a kurzuson
kaupassa;in the store;a boltban
ravintolassa;in the restaurant;az étteremben
yliopistolla, yliopistossa;in the university, at the university;az egyetemen, az egyetemen
keskustakampuksella;on the central campus;a központi kampuszon
hylly;shelf;polc
tasku;pocket;zseb
Hervanta;Hervanta;Hervanta
kurssi;course;kurzus
lattia;floor;padló
kauppa;shop;bolt
ravintola;restaurant;étterem
laukku;bag;táska
yliopisto;university;egyetem
keskustakampus;central campus;Központi kampusz
reppu;backpack;hátizsák

baarissa;at the bar;a bárban
elokuvissa;at the cinema;a moziban
keskustassa;at downtown;belvárosban
kirjastossa;at the library;a könyvtárban
(kunto)salilla;at the gym;tornateremben
metsässä;in the forest;az erdőben
ruokakaupassa;in the grocery shop;élelmiszerboltban
saunassa;in sauna;szaunában
museossa;in museum;múzeumban
uimahallissa;at swimming pool;uszodában
ystävällä / ystävän luona;at a friend's house / at a friend's house;egy barátom házában / egy barátom házában
