Finnish;english;hungarian
Kiitos, kun lajittelet!;Thank you for sorting!;Köszönöm a válogatást!
Löydä lähin ekopiste ja jäteasema;Find the nearest eco-point and waste station;Keresse meg a legközelebbi ökopontot és hulladékudvart
Biojäte;Biowaste;Biohulladék
Ruuantähteet ja pilaantuneet elintarvikkeet;Food waste and spoiled food;Élelmiszer-hulladék és romlott élelmiszer
Perkuujätteet ja kuoret;Shells and shells;Kagylók és kagylók
Kahvinporot ja teepussit;Coffee grounds and tea bags;Kávézacc és teászacskó
Kasvit;Plants;Növények
ruoho;grass;fű
lehdet;foliage;lombozat
Talouspaperit, lautasliinat;Kitchen paper, napkins;Konyhai papír, szalvéta
Biojätteestä tehdään biokaasua ja lannoitteita.;Biowaste is used to make biogas and fertilizers.;A biohulladékból biogázt és műtrágyát állítanak elő.
Lasipakkaukset;Glass packaging;Üveg csomagolás
Lasipurkit;Glass jars;Üvegtégelyek
Lasipullot;Glass bottles;Üvegpalackok
Lasi kiertää uuden pakkauslasin valmistukseen.;The glass is recycled into new packaging glass.;Az üveget új csomagolóüveg gyártására keringtetik.
Kartonkipakkaukset;Cardboard packaging;Karton csomagolás
Pahvilaatikot;Cardboard boxes;Karton dobozok
Maito- ja mehutölkit;Milk and juice cans;Tej és gyümölcslé dobozok
Muro- ja keksipaketit;Cereal and biscuit packages;Gabona és keksz csomagok
Kartonkiset kertakäyttöastiat;Disposable cardboard containers;Eldobható kartondobozok
Paperipussit ja -kassit;Paper bags and pouches;Papírzacskók és tasakok
Paperirullien hylsyt ja munakennot;Paper roll cores and egg cells;Papírtekercs magok és tojássejtek
Käärepaperit;Wrapping papers;Csomagolópapírok
Juomien kartonkikääreet;Beverage cartons;Italos kartondobozok
Kartonki kiertää teollisuuden raaka-aineeksi.;Cardboard is recycled as a raw material for industry.;A kartont az ipar nyersanyagaként újrahasznosítják.
Metalli;Metal;Fém
Säilyketölkit ja pantittomat juomatölkit;Food cans and non-deposit beverage cans;Élelmiszerdobozok és befizetés nélküli italos dobozok
Alumiinivuoat ja -foliot;Aluminum pans and foils;Alumínium serpenyők és fóliák
Kattilat ja paistinpannut;Pots and frying pans;Fazekak és serpenyők
Ruokailuvälineet;Cutlery;Evőeszköz
Tyhjät maalipurkit;Empty paint cans;Üres festékdobozok
Tyhjät, paineettomat aerosolipullot;Empty, non-pressurized aerosol cans;Üres, nem túlnyomásos aeroszolos palackok
Metalli kiertää teollisuuden raaka-aineeksi.;Metal circulates as a raw material for industry.;A fém az ipar nyersanyagaként kering.
Muovipakkaukset;Plastic packaging;Műanyag csomagolás
Elintarvikepakkaukset;Food packaging;Élelmiszer csomagolás
Pesuainepakkaukset;Detergent packaging;Mosószer csomagok
Muovipussit ja -kääreet;Plastic bags and wraps;Műanyag zacskók és csomagolások
Pullot, kanisterit ja purkit;Bottles, canisters and jars;Palackok, kannák és üvegek
Puhtaat muovipakkaukset kierrätykseen, likaiset energiaksi.;Clean plastic packaging for recycling, dirty for energy.;Tiszta műanyag csomagolás az újrahasznosításhoz, piszkos az energiához.
Paperi;Paper;Papír
Sanoma- ja aikakauslehdet;Newspapers and magazines;Újságok és folyóiratok
Mainosposti;Advertising mail;Reklám levél
Kirjekuoret;Envelopes;Borítékok
Kopiot ja tulosteet;Copies and prints;Másol és nyomtat
Tuoteluettelot ja -kuvastot;Product catalogs and catalogues;Termékkatalógusok és katalógusok
Paperi kiertää pehmopaperina tai sanomalehtinä.;Paper circulates as tissue paper or newspapers.;A papír selyempapírként vagy újságként kering.
Sekajäte;Mixed waste;Vegyes hulladék
Likaiset muovipakkaukset ja muut muovit;Dirty plastic packaging and other plastics;Piszkos műanyag csomagolás és egyéb műanyagok
Likainen paperi ja kartonki;Dirty paper and cardboard;Piszkos papír és karton
Vaipat ja terveyssiteet;Diapers and sanitary napkins;Pelenkák és egészségügyi betétek
Posliini, keramiikka, lasiastiat;Porcelain, ceramics, glassware;Porcelán, kerámia, üvegáru
Tekstiilit, nahka, kumi;Textiles, leather, rubber;Textil, bőr, gumi
Hehku- ja halogeenilamput;Incandescent and halogen lamps;Izzólámpák és halogén lámpák
Kosmetiikka;Cosmetics;Kozmetikumok
Tuhka, tupakantumpit;Ash, cigarette butts;Hamu, cigarettacsikkek
Kasetit;Cassettes;kazetták
cd- ja dvd-levyt;CDs and DVDs;CD-k és DVD-k
Lemmikkien jätteet;Pet waste;Kisállat hulladék
Sekajäte hyödynnetään Tammervoiman hyötyvoimalassa lämmöksi ja sähköksi.;Mixed waste is utilized at the Tammervoima waste-to-energy plant for heat and electricity.;A vegyes hulladékot a Tammervoima közüzemi erőművében hasznosítják hő- és villamosenergia-termelésre.
Poistotekstiilit;Removal textiles;Textíliák eltávolítása
Paidat;Shirts;Ingek
housut;pants;nadrág
hameet;skirts;szoknyák
takit;jackets;dzsekik
Pyyhkeet;Towels;Törölközők
lakanat;sheets;ágynemű
verhot;drapes;drapériák
pöytäliinat;tablecloths;asztalterítők
Poistotekstiilit käsitellään kierrätyskuiduksi, jota käytetään uusien tuotteiden raaka-aineena.;Discarded textiles are processed into recycled fiber, which is used as raw material for new products.;A kiselejtezett textíliákat újrahasznosított szálká dolgozzák fel, amelyet új termékek alapanyagául használnak fel.
Vaarallinen jäte;Hazardous waste;Veszélyes hulladék
Maalit, liimat, lakat, liuottimet, ohenteet;Paints, adhesives, varnishes, solvents, thinners;Festékek, ragasztók, lakkok, oldószerek, hígítók
Kemikaalit, joilla on vaaraominaisuus;Chemicals with a hazardous property;Veszélyes tulajdonságú vegyszerek
