Finnish;english;hungarian
ilmastonmuutos;climate change;klímaváltozás
hiilidioksidi;carbon dioxide;szén-dioxid
teollisuus;industry;ipari
liikenne;traffic, transport;szállítás
maatalous, maanviljely;agriculture, farming;mezőgazdaság, gazdálkodás
vaikutus, vaikutukset;effect(s);hatás, hatások
lämpeneminen;warming;bemelegítés
tulevaisuus;future;jövőbeli
helle, helteet;heat, hot weather;hőség, hőhullámok
metsäpalo;forest fire;erdőtűz
myrsky;storm;vihar
jäätikkö;glacier;gleccser
rankkasade;downpour, rainstorm, heavy rain;heves esőzés
tulva;flood;árvíz
pakolainen;refugee;menekült
hillitä;to mitigate;járdaszegély
pysäyttää;to stop;Stop
päästöt;emissions;kifolyó
aurinkovoima;solar power;napenergia
tuulivoima;wind power;szélenergia
lihantuotanto;meat production;hústermelés
julkinen liikenne;public transport;tömegközlekedés
kasvi;plant;növény
kasvukausi;growing season;tenyészidőszak
lehtipuut;broad-leaved trees;lombos fák
mänty;pine;fenyő
kuusi;spruce;hat
tuhohyönteiset;pests, harmful insects;kártevők
eläin;animal;állati
lintu;bird;madár
perhonen;butterfly;pillangó
jääkarhu;polar bear;jegesmedve
autioittaa;to desolate;hulladékot rakni
aavikko;desert;sivatag
laji;species;faj
monimuotoisuus;biodiversity;sokféleség
